Time,Signal
15.95833,4466
15.96667,4478
15.975,4488
15.98333,4493
15.99167,4495
16,4495
16.00833,4492
16.01667,4488
16.025,4483
16.03333,4477
16.04167,4467
16.05,4453
16.05833,4436
16.06667,4416
16.075,4397
16.08333,4379
16.09167,4361
16.1,4342
16.10833,4321
16.11667,4297
16.125,4268
16.13333,4238
16.14167,4207
16.15,4176
16.15833,4144
16.16667,4110
16.175,4075
16.18333,4037
16.19167,3996
16.2,3954
16.20833,3914
16.21667,3876
16.225,3837
16.23333,3797
16.24167,3754
16.25,3709
16.25833,3664
16.26667,3612
16.275,3556
16.28333,3501
16.29167,3450
16.3,3399
16.30833,3347
16.31667,3296
16.325,3244
16.33333,3191
16.34167,3139
16.35,3090
16.35833,3040
16.36667,2988
16.375,2936
16.38333,2881
16.39167,2822
16.4,2764
16.40833,2711
16.41667,2659
16.425,2606
16.43333,2554
16.44167,2501
16.45,2450
16.45833,2399
16.46667,2348
16.475,2299
16.48333,2250
16.49167,2201
16.5,2152
16.50833,2102
16.51667,2053
16.525,2004
16.53333,1957
16.54167,1913
16.55,1869
16.55833,1825
16.56667,1779
16.575,1733
16.58333,1685
16.59167,1640
16.6,1597
16.60833,1556
16.61667,1516
16.625,1478
16.63333,1441
16.64167,1405
16.65,1370
16.65833,1336
16.66667,1301
16.675,1268
16.68333,1235
16.69167,1202
16.7,1171
16.70833,1140
16.71667,1108
16.725,1075
16.73333,1043
16.74167,1012
16.75,982
16.75833,953
16.76667,927
16.775,902
16.78333,880
16.79167,859
16.8,838
16.80833,817
16.81667,794
16.825,768
16.83333,743
16.84167,720
16.85,698
16.85833,679
16.86667,662
16.875,647
16.88333,633
16.89167,621
16.9,609
16.90833,596
16.91667,582
16.925,566
16.93333,551
16.94167,536
16.95,522
16.95833,510
16.96667,498
16.975,488
16.98333,480
16.99167,473
17,467
17.00833,462
17.01667,456
17.025,449
17.03333,442
17.04167,434
17.05,428
17.05833,423
17.06667,419
17.075,415
17.08333,409
17.09167,401
17.1,392
17.10833,383
17.11667,376
17.125,372
17.13333,371
17.14167,370
17.15,370
17.15833,369
17.16667,367
17.175,366
17.18333,367
17.19167,369
17.2,373
17.20833,379
17.21667,383
17.225,385
17.23333,387
17.24167,388
17.25,389
17.25833,391
17.26667,395
17.275,398
17.28333,402
17.29167,405
17.3,407
17.30833,409
17.31667,411
17.325,413
17.33333,417
17.34167,423
17.35,430
17.35833,440
17.36667,450
17.375,461
17.38333,471
17.39167,480
17.4,488
17.40833,497
17.41667,505
17.425,515
17.43333,525
17.44167,534
17.45,543
17.45833,552
17.46667,564
17.475,578
17.48333,595
17.49167,613
17.5,630
17.50833,645
17.51667,661
17.525,677
17.53333,693
17.54167,712
17.55,731
17.55833,751
17.56667,771
17.575,794
17.58333,821
17.59167,848
17.6,875
17.60833,899
17.61667,921
17.625,940
17.63333,958
17.64167,978
17.65,1000
17.65833,1023
17.66667,1049
17.675,1075
17.68333,1103
17.69167,1131
17.7,1157
17.70833,1183
17.71667,1208
17.725,1236
17.73333,1263
17.74167,1293
17.75,1324
17.75833,1354
17.76667,1385
17.775,1416
17.78333,1448
17.79167,1480
17.8,1511
17.80833,1541
17.81667,1570
17.825,1599
17.83333,1628
17.84167,1661
17.85,1696
17.85833,1732
17.86667,1768
17.875,1801
17.88333,1832
17.89167,1861
17.9,1890
17.90833,1919
17.91667,1949
17.925,1981
17.93333,2012
17.94167,2040
17.95,2067
17.95833,2094
17.96667,2123
17.975,2152
17.98333,2182
17.99167,2211
18,2238
18.00833,2264
18.01667,2289
18.025,2314
18.03333,2338
18.04167,2361
18.05,2383
18.05833,2405
18.06667,2427
18.075,2448
18.08333,2469
18.09167,2490
18.1,2510
18.10833,2529
18.11667,2546
18.125,2560
18.13333,2573
18.14167,2584
18.15,2596
18.15833,2608
18.16667,2621
18.175,2632
18.18333,2643
18.19167,2651
18.2,2657
18.20833,2661
18.21667,2667
18.225,2673
18.23333,2677
18.24167,2677
18.25,2673
18.25833,2667
18.26667,2659
18.275,2652
18.28333,2648
18.29167,2644
18.3,2639
18.30833,2631
18.31667,2620
18.325,2607
18.33333,2593
18.34167,2578
18.35,2563
18.35833,2549
18.36667,2534
18.375,2519
18.38333,2504
18.39167,2488
18.4,2471
18.40833,2454
18.41667,2436
18.425,2416
18.43333,2395
18.44167,2373
18.45,2350
18.45833,2326
18.46667,2303
18.475,2280
18.48333,2256
18.49167,2232
18.5,2207
18.50833,2181
18.51667,2153
18.525,2120
18.53333,2087
18.54167,2053
18.55,2020
18.55833,1990
18.56667,1962
18.575,1936
18.58333,1911
18.59167,1887
18.6,1861
18.60833,1834
18.61667,1805
18.625,1772
18.63333,1739
18.64167,1705
18.65,1672
18.65833,1643
18.66667,1615
18.675,1587
18.68333,1557
18.69167,1526
18.7,1494
18.70833,1462
18.71667,1433
18.725,1407
18.73333,1383
18.74167,1358
18.75,1334
18.75833,1308
18.76667,1282
18.775,1254
18.78333,1224
18.79167,1194
18.8,1165
18.80833,1137
18.81667,1113
18.825,1091
18.83333,1069
18.84167,1044
18.85,1018
18.85833,992
18.86667,966
18.875,943
18.88333,923
18.89167,904
18.9,883
18.90833,861
18.91667,838
18.925,814
18.93333,793
18.94167,774
18.95,758
18.95833,744
18.96667,731
18.975,718
18.98333,703
18.99167,688
19,671
19.00833,653
19.01667,637
19.025,621
19.03333,607
19.04167,595
19.05,584
19.05833,572
19.06667,560
19.075,545
19.08333,529
19.09167,514
19.1,500
19.10833,489
19.11667,479
19.125,469
19.13333,460
19.14167,452
19.15,444
19.15833,437
19.16667,431
19.175,425
19.18333,418
19.19167,411
19.2,403
19.20833,395
19.21667,388
19.225,381
19.23333,374
19.24167,367
19.25,361
19.25833,356
19.26667,352
19.275,351
19.28333,352
19.29167,352
19.3,349
19.30833,343
19.31667,333
19.325,321
19.33333,311
19.34167,305
19.35,302
19.35833,299
19.36667,296
19.375,291
19.38333,283
19.39167,274
19.4,268
19.40833,265
19.41667,264
19.425,265
19.43333,267
19.44167,268
19.45,268
19.45833,268
19.46667,267
19.475,265
19.48333,262
19.49167,258
19.5,253
19.50833,249
19.51667,246
19.525,243
19.53333,242
19.54167,240
19.55,238
19.55833,237
19.56667,236
19.575,234
19.58333,233
19.59167,231
19.6,228
19.60833,226
19.61667,226
19.625,228
19.63333,230
19.64167,230
19.65,228
19.65833,225
19.66667,221
19.675,218
19.68333,215
19.69167,214
19.7,212
19.70833,210
19.71667,207
19.725,203
19.73333,200
19.74167,198
19.75,198
19.75833,198
19.76667,198
19.775,199
19.78333,199
19.79167,200
19.8,202
19.80833,206
19.81667,208
19.825,206
19.83333,203
19.84167,201
19.85,201
19.85833,203
19.86667,207
19.875,210
19.88333,212
19.89167,213
19.9,214
19.90833,213
19.91667,212
19.925,211
19.93333,211
19.94167,210
19.95,207
19.95833,205
19.96667,203
19.975,201
19.98333,202
19.99167,203
20,204
20.00833,204
20.01667,204
20.025,206
20.03333,208
20.04167,211
20.05,213
20.05833,216
20.06667,217
20.075,218
20.08333,219
20.09167,219
20.1,219
20.10833,219
20.11667,218
20.125,217
20.13333,217
20.14167,219
20.15,221
20.15833,223
20.16667,224
20.175,221
20.18333,215
20.19167,208
20.2,203
20.20833,201
20.21667,201
20.225,203
20.23333,206
20.24167,209
20.25,212
20.25833,215
20.26667,218
20.275,219
20.28333,220
20.29167,220
20.3,221
20.30833,223
20.31667,225
20.325,227
20.33333,228
20.34167,227
20.35,226
20.35833,224
20.36667,221
20.375,218
20.38333,215
20.39167,212
20.4,210
20.40833,209
20.41667,209
20.425,212
20.43333,215
20.44167,217
20.45,219
20.45833,220
20.46667,220
20.475,220
20.48333,219
20.49167,217
20.5,214
20.50833,210
20.51667,209
20.525,210
20.53333,212
20.54167,215
20.55,218
20.55833,220
20.56667,220
20.575,219
20.58333,219
20.59167,220
20.6,220
20.60833,220
20.61667,220
20.625,221
20.63333,221
20.64167,221
20.65,220
20.65833,217
20.66667,214
20.675,213
20.68333,213
20.69167,215
20.7,216
20.70833,216
20.71667,214
20.725,210
20.73333,206
20.74167,205
20.75,207
20.75833,214
20.76667,222
20.775,230
20.78333,234
20.79167,236
20.8,234
20.80833,231
20.81667,229
20.825,227
20.83333,227
20.84167,227
20.85,227
20.85833,227
20.86667,227
20.875,227
20.88333,224
20.89167,220
20.9,216
20.90833,214
20.91667,213
20.925,214
20.93333,216
20.94167,216
20.95,215
20.95833,215
20.96667,215
20.975,216
20.98333,217
20.99167,218
21,218
21.00833,217
21.01667,215
21.025,215
21.03333,216
21.04167,217
21.05,219
21.05833,222
21.06667,225
21.075,228
21.08333,230
21.09167,231
21.1,231
21.10833,233
21.11667,236
21.125,240
21.13333,243
21.14167,243
21.15,241
21.15833,236
21.16667,230
21.175,224
21.18333,221
21.19167,219
21.2,221
21.20833,224
21.21667,226
21.225,227
21.23333,226
21.24167,225
21.25,223
21.25833,222
21.26667,223
21.275,225
21.28333,226
21.29167,227
21.3,225
21.30833,223
21.31667,221
21.325,220
21.33333,222
21.34167,225
21.35,228
21.35833,230
21.36667,228
21.375,225
21.38333,222
21.39167,221
21.4,222
21.40833,224
21.41667,226
21.425,226
21.43333,224
21.44167,222
21.45,219
21.45833,218
21.46667,218
21.475,219
21.48333,220
21.49167,222
21.5,223
21.50833,225
21.51667,226
21.525,227
21.53333,228
21.54167,227
21.55,226
21.55833,225
21.56667,224
21.575,224
21.58333,226
21.59167,228
21.6,230
21.60833,231
21.61667,229
21.625,226
21.63333,223
21.64167,220
21.65,220
21.65833,224
21.66667,229
21.675,236
21.68333,242
21.69167,246
21.7,246
21.70833,244
21.71667,239
21.725,233
21.73333,227
21.74167,224
21.75,223
21.75833,225
21.76667,227
21.775,230
21.78333,233
21.79167,235
21.8,236
21.80833,235
21.81667,231
21.825,226
21.83333,221
21.84167,216
21.85,214
21.85833,213
21.86667,215
21.875,218
21.88333,220
21.89167,222
21.9,222
21.90833,220
21.91667,219
21.925,220
21.93333,224
21.94167,230
21.95,236
21.95833,240
21.96667,241
21.975,242
21.98333,242
21.99167,241
22,239
