Time,Signal
7.03333,-33
7.04167,-35
7.05,-37
7.05833,-39
7.06667,-40
7.075,-39
7.08333,-36
7.09167,-33
7.1,-32
7.10833,-32
7.11667,-33
7.125,-34
7.13333,-35
7.14167,-36
7.15,-36
7.15833,-38
7.16667,-42
7.175,-45
7.18333,-48
7.19167,-48
7.2,-46
7.20833,-42
7.21667,-38
7.225,-34
7.23333,-32
7.24167,-32
7.25,-34
7.25833,-36
7.26667,-36
7.275,-35
7.28333,-34
7.29167,-33
7.3,-35
7.30833,-38
7.31667,-41
7.325,-43
7.33333,-45
7.34167,-45
7.35,-45
7.35833,-46
7.36667,-47
7.375,-50
7.38333,-53
7.39167,-55
7.4,-56
7.40833,-54
7.41667,-49
7.425,-41
7.43333,-33
7.44167,-27
7.45,-24
7.45833,-25
7.46667,-31
7.475,-38
7.48333,-44
7.49167,-48
7.5,-49
7.50833,-46
7.51667,-42
7.525,-38
7.53333,-34
7.54167,-32
7.55,-32
7.55833,-33
7.56667,-34
7.575,-36
7.58333,-37
7.59167,-38
7.6,-38
7.60833,-37
7.61667,-36
7.625,-34
7.63333,-32
7.64167,-32
7.65,-31
7.65833,-31
7.66667,-32
7.675,-32
7.68333,-31
7.69167,-29
7.7,-29
7.70833,-30
7.71667,-33
7.725,-35
7.73333,-38
7.74167,-40
7.75,-42
7.75833,-46
7.76667,-50
7.775,-53
7.78333,-53
7.79167,-50
7.8,-44
7.80833,-38
7.81667,-33
7.825,-30
7.83333,-31
7.84167,-33
7.85,-38
7.85833,-43
7.86667,-48
7.875,-52
7.88333,-53
7.89167,-52
7.9,-48
7.90833,-44
7.91667,-41
7.925,-39
7.93333,-40
7.94167,-42
7.95,-45
7.95833,-47
7.96667,-48
7.975,-47
7.98333,-45
7.99167,-41
8,-38
8.00833,-36
8.01667,-35
8.025,-34
8.03333,-34
8.04167,-33
8.05,-31
8.05833,-29
8.06667,-27
8.075,-25
8.08333,-24
8.09167,-23
8.1,-23
8.10833,-23
8.11667,-23
8.125,-25
8.13333,-29
8.14167,-33
8.15,-35
8.15833,-34
8.16667,-30
8.175,-25
8.18333,-21
8.19167,-17
8.2,-16
8.20833,-16
8.21667,-17
8.225,-17
8.23333,-18
8.24167,-22
8.25,-28
8.25833,-34
8.26667,-38
8.275,-39
8.28333,-37
8.29167,-34
8.3,-31
8.30833,-28
8.31667,-26
8.325,-25
8.33333,-24
8.34167,-26
8.35,-28
8.35833,-29
8.36667,-29
8.375,-28
8.38333,-27
8.39167,-26
8.4,-25
8.40833,-26
8.41667,-27
8.425,-26
8.43333,-23
8.44167,-19
8.45,-16
8.45833,-16
8.46667,-19
8.475,-22
8.48333,-25
8.49167,-26
8.5,-26
8.50833,-26
8.51667,-25
8.525,-26
8.53333,-28
8.54167,-28
8.55,-28
8.55833,-28
8.56667,-27
8.575,-25
8.58333,-24
8.59167,-23
8.6,-23
8.60833,-25
8.61667,-27
8.625,-28
8.63333,-28
8.64167,-28
8.65,-27
8.65833,-26
8.66667,-25
8.675,-26
8.68333,-27
8.69167,-30
8.7,-33
8.70833,-37
8.71667,-38
8.725,-37
8.73333,-34
8.74167,-30
8.75,-26
8.75833,-23
8.76667,-22
8.775,-22
8.78333,-23
8.79167,-24
8.8,-27
8.80833,-30
8.81667,-32
8.825,-33
8.83333,-33
8.84167,-32
8.85,-31
8.85833,-30
8.86667,-30
8.875,-30
8.88333,-28
8.89167,-24
8.9,-20
8.90833,-15
8.91667,-12
8.925,-11
8.93333,-12
8.94167,-15
8.95,-19
8.95833,-22
8.96667,-22
8.975,-22
8.98333,-20
8.99167,-20
9,-21
9.00833,-24
9.01667,-27
9.025,-31
9.03333,-34
9.04167,-36
9.05,-37
9.05833,-36
9.06667,-35
9.075,-33
9.08333,-31
9.09167,-28
9.1,-25
9.10833,-22
9.11667,-20
9.125,-18
9.13333,-17
9.14167,-16
9.15,-17
9.15833,-16
9.16667,-15
9.175,-12
9.18333,-9
9.19167,-7
9.2,-7
9.20833,-9
9.21667,-12
9.225,-14
9.23333,-15
9.24167,-14
9.25,-11
9.25833,-7
9.26667,-2
9.275,4
9.28333,11
9.29167,19
9.3,25
9.30833,31
9.31667,37
9.325,41
9.33333,46
9.34167,51
9.35,55
9.35833,57
9.36667,56
9.375,55
9.38333,52
9.39167,48
9.4,46
9.40833,46
9.41667,49
9.425,53
9.43333,59
9.44167,65
9.45,71
9.45833,74
9.46667,74
9.475,73
9.48333,71
9.49167,70
9.5,72
9.50833,75
9.51667,79
9.525,83
9.53333,87
9.54167,90
9.55,91
9.55833,92
9.56667,94
9.575,96
9.58333,99
9.59167,102
9.6,106
9.60833,109
9.61667,113
9.625,118
9.63333,124
9.64167,130
9.65,134
9.65833,137
9.66667,138
9.675,138
9.68333,138
9.69167,139
9.7,143
9.70833,149
9.71667,154
9.725,158
9.73333,161
9.74167,164
9.75,167
9.75833,171
9.76667,177
9.775,182
9.78333,187
9.79167,191
9.8,193
9.80833,195
9.81667,197
9.825,197
9.83333,198
9.84167,200
9.85,202
9.85833,207
9.86667,215
9.875,222
9.88333,230
9.89167,236
9.9,242
9.90833,247
9.91667,252
9.925,258
9.93333,263
9.94167,268
9.95,274
9.95833,282
9.96667,292
9.975,302
9.98333,313
9.99167,322
10,330
10.00833,338
10.01667,346
10.025,354
10.03333,362
10.04167,371
10.05,382
10.05833,396
10.06667,412
10.075,428
10.08333,443
10.09167,456
10.1,468
10.10833,481
10.11667,497
10.125,515
10.13333,534
10.14167,552
10.15,570
10.15833,588
10.16667,609
10.175,631
10.18333,658
10.19167,688
10.2,720
10.20833,753
10.21667,787
10.225,821
10.23333,855
10.24167,890
10.25,924
10.25833,957
10.26667,991
10.275,1027
10.28333,1067
10.29167,1110
10.3,1157
10.30833,1207
10.31667,1257
10.325,1308
10.33333,1360
10.34167,1416
10.35,1475
10.35833,1535
10.36667,1597
10.375,1658
10.38333,1721
10.39167,1784
10.4,1852
10.40833,1924
10.41667,1998
10.425,2076
10.43333,2155
10.44167,2237
10.45,2321
10.45833,2407
10.46667,2498
10.475,2591
10.48333,2691
10.49167,2793
10.5,2900
10.50833,3012
10.51667,3124
10.525,3241
10.53333,3359
10.54167,3482
10.55,3607
10.55833,3730
10.56667,3871
10.575,4023
10.58333,4173
10.59167,4314
10.6,4456
10.60833,4601
10.61667,4747
10.625,4902
10.63333,5057
10.64167,5219
10.65,5395
10.65833,5572
10.66667,5745
10.675,5915
10.68333,6091
10.69167,6273
10.7,6455
10.70833,6636
10.71667,6815
10.725,6992
10.73333,7170
10.74167,7349
10.75,7530
10.75833,7712
10.76667,7887
10.775,8052
10.78333,8220
10.79167,8385
10.8,8549
10.80833,8730
10.81667,8914
10.825,9083
10.83333,9234
10.84167,9381
10.85,9524
10.85833,9663
10.86667,9801
10.875,9931
10.88333,10057
10.89167,10171
10.9,10276
10.90833,10377
10.91667,10468
10.925,10544
10.93333,10603
10.94167,10650
10.95,10685
10.95833,10708
10.96667,10721
10.975,10722
10.98333,10711
10.99167,10687
11,10649
11.00833,10598
11.01667,10537
11.025,10466
11.03333,10388
11.04167,10299
11.05,10188
11.05833,10066
11.06667,9940
11.075,9812
11.08333,9672
11.09167,9526
11.1,9370
11.10833,9206
11.11667,9039
11.125,8861
11.13333,8684
11.14167,8501
11.15,8319
11.15833,8139
11.16667,7957
11.175,7779
11.18333,7597
11.19167,7418
11.2,7239
11.20833,7061
11.21667,6890
11.225,6713
11.23333,6532
11.24167,6362
11.25,6210
11.25833,6064
11.26667,5917
11.275,5773
11.28333,5629
11.29167,5492
11.3,5360
11.30833,5234
11.31667,5113
11.325,4995
11.33333,4882
11.34167,4771
11.35,4665
11.35833,4562
11.36667,4461
11.375,4366
11.38333,4272
11.39167,4183
11.4,4097
11.40833,4016
11.41667,3941
11.425,3870
11.43333,3804
11.44167,3740
11.45,3678
11.45833,3616
11.46667,3554
11.475,3497
11.48333,3441
11.49167,3389
11.5,3337
11.50833,3286
11.51667,3236
11.525,3186
11.53333,3140
11.54167,3096
11.55,3055
11.55833,3016
11.56667,2974
11.575,2930
11.58333,2889
11.59167,2852
11.6,2819
11.60833,2786
11.61667,2754
11.625,2720
11.63333,2688
11.64167,2655
11.65,2622
11.65833,2592
11.66667,2562
11.675,2533
11.68333,2505
11.69167,2476
11.7,2447
11.70833,2416
11.71667,2383
11.725,2348
11.73333,2315
11.74167,2283
11.75,2253
11.75833,2225
11.76667,2198
11.775,2169
11.78333,2135
11.79167,2100
11.8,2066
11.80833,2033
11.81667,2002
11.825,1974
11.83333,1947
11.84167,1918
11.85,1889
11.85833,1863
11.86667,1839
11.875,1815
11.88333,1789
11.89167,1763
11.9,1732
11.90833,1699
11.91667,1669
11.925,1641
11.93333,1617
11.94167,1595
11.95,1575
11.95833,1554
11.96667,1532
11.975,1509
11.98333,1485
11.99167,1462
12,1438
12.00833,1413
12.01667,1389
12.025,1365
12.03333,1343
12.04167,1322
12.05,1303
12.05833,1284
12.06667,1265
12.075,1245
12.08333,1224
12.09167,1203
12.1,1181
12.10833,1159
12.11667,1140
12.125,1121
12.13333,1104
12.14167,1086
12.15,1068
12.15833,1050
12.16667,1031
12.175,1014
12.18333,999
12.19167,984
12.2,970
12.20833,955
12.21667,940
12.225,925
12.23333,911
12.24167,900
12.25,890
12.25833,881
12.26667,872
12.275,863
12.28333,853
12.29167,841
12.3,828
12.30833,814
12.31667,800
12.325,786
12.33333,773
12.34167,763
12.35,753
12.35833,745
12.36667,737
12.375,730
12.38333,723
12.39167,716
12.4,709
12.40833,703
12.41667,698
12.425,694
12.43333,692
12.44167,690
12.45,688
12.45833,685
12.46667,680
12.475,672
12.48333,663
12.49167,653
12.5,644
12.50833,636
12.51667,628
12.525,622
12.53333,615
12.54167,608
12.55,600
12.55833,593
12.56667,588
12.575,582
12.58333,576
12.59167,571
12.6,568
12.60833,565
12.61667,563
12.625,562
12.63333,561
12.64167,561
12.65,561
12.65833,561
12.66667,561
12.675,560
12.68333,557
12.69167,553
12.7,549
12.70833,546
12.71667,544
12.725,542
12.73333,539
12.74167,534
12.75,528
12.75833,522
12.76667,516
12.775,510
12.78333,503
12.79167,497
12.8,494
12.80833,492
12.81667,491
12.825,490
12.83333,489
12.84167,487
12.85,484
12.85833,483
12.86667,482
12.875,482
12.88333,481
12.89167,479
12.9,476
12.90833,473
12.91667,469
12.925,466
12.93333,463
12.94167,462
12.95,463
12.95833,465
12.96667,467
12.975,469
12.98333,469
12.99167,466
13,463
13.00833,459
13.01667,456
13.025,456
13.03333,456
13.04167,455
13.05,453
13.05833,447
13.06667,439
13.075,430
13.08333,420
13.09167,412
13.1,407
13.10833,405
13.11667,405
13.125,404
13.13333,404
13.14167,403
13.15,403
13.15833,405
13.16667,408
13.175,411
13.18333,415
13.19167,418
13.2,421
13.20833,423
13.21667,423
13.225,420
13.23333,415
13.24167,411
13.25,408
13.25833,408
13.26667,411
13.275,413
13.28333,413
13.29167,411
13.3,409
13.30833,406
13.31667,402
13.325,397
13.33333,391
13.34167,385
13.35,381
13.35833,380
13.36667,381
13.375,383
13.38333,384
13.39167,384
13.4,381
13.40833,375
13.41667,367
13.425,359
13.43333,352
13.44167,350
13.45,351
13.45833,356
13.46667,362
13.475,366
13.48333,366
13.49167,364
13.5,361
13.50833,358
13.51667,356
13.525,357
13.53333,357
13.54167,355
13.55,351
13.55833,348
13.56667,346
13.575,343
13.58333,340
13.59167,337
13.6,334
13.60833,331
13.61667,329
13.625,329
13.63333,328
13.64167,325
13.65,321
13.65833,317
13.66667,315
13.675,314
13.68333,315
13.69167,317
13.7,319
13.70833,319
13.71667,318
13.725,317
13.73333,315
13.74167,314
13.75,314
13.75833,316
13.76667,317
13.775,319
13.78333,319
13.79167,319
13.8,319
13.80833,318
13.81667,317
13.825,316
13.83333,314
13.84167,312
13.85,308
13.85833,305
13.86667,301
13.875,297
13.88333,293
13.89167,288
13.9,283
13.90833,277
13.91667,272
13.925,270
13.93333,269
13.94167,268
13.95,266
13.95833,264
13.96667,263
13.975,260
13.98333,257
13.99167,253
14,249
14.00833,246
14.01667,244
14.025,245
14.03333,247
14.04167,248
14.05,250
14.05833,251
14.06667,253
14.075,254
14.08333,256
14.09167,257
14.1,256
14.10833,253
14.11667,249
14.125,243
14.13333,237
14.14167,233
14.15,229
14.15833,227
14.16667,225
14.175,224
14.18333,222
14.19167,222
14.2,223
14.20833,225
14.21667,226
14.225,226
14.23333,224
14.24167,220
14.25,216
14.25833,211
14.26667,207
14.275,202
14.28333,198
14.29167,195
14.3,193
14.30833,193
14.31667,193
14.325,192
14.33333,189
14.34167,182
14.35,174
14.35833,168
14.36667,166
14.375,167
14.38333,172
14.39167,179
14.4,184
14.40833,188
14.41667,189
14.425,189
14.43333,187
14.44167,186
14.45,184
14.45833,181
14.46667,177
14.475,173
14.48333,169
14.49167,165
14.5,163
14.50833,163
14.51667,163
14.525,163
14.53333,163
14.54167,164
14.55,166
14.55833,168
14.56667,170
14.575,172
14.58333,173
14.59167,174
14.6,175
14.60833,176
14.61667,176
14.625,176
14.63333,175
14.64167,173
14.65,172
14.65833,172
14.66667,174
14.675,178
14.68333,182
14.69167,186
14.7,187
14.70833,184
14.71667,179
14.725,172
14.73333,165
14.74167,162
14.75,160
14.75833,160
14.76667,160
14.775,159
14.78333,158
14.79167,157
14.8,158
14.80833,160
14.81667,163
14.825,168
14.83333,173
14.84167,176
14.85,178
14.85833,179
14.86667,178
14.875,178
14.88333,179
14.89167,181
14.9,183
14.90833,184
14.91667,185
14.925,186
14.93333,187
14.94167,188
14.95,187
14.95833,186
14.96667,185
14.975,186
14.98333,189
14.99167,195
15,202
15.00833,209
15.01667,213
15.025,214
15.03333,213
15.04167,211
15.05,209
15.05833,207
15.06667,206
15.075,207
15.08333,207
15.09167,207
15.1,209
15.10833,211
15.11667,214
15.125,218
15.13333,222
15.14167,225
15.15,228
15.15833,230
15.16667,231
15.175,232
15.18333,233
15.19167,233
15.2,232
15.20833,230
15.21667,227
15.225,225
15.23333,224
15.24167,225
15.25,228
15.25833,230
15.26667,231
15.275,230
15.28333,229
15.29167,229
15.3,231
15.30833,235
15.31667,241
15.325,245
15.33333,248
15.34167,248
15.35,246
15.35833,245
15.36667,243
15.375,242
15.38333,241
15.39167,240
15.4,239
15.40833,238
15.41667,236
15.425,235
15.43333,234
15.44167,233
15.45,231
15.45833,229
15.46667,228
15.475,226
15.48333,223
15.49167,219
15.5,215
15.50833,213
15.51667,213
15.525,215
15.53333,218
15.54167,221
15.55,223
15.55833,223
15.56667,221
15.575,218
15.58333,214
15.59167,209
15.6,203
15.60833,196
15.61667,192
15.625,191
15.63333,190
15.64167,188
15.65,186
15.65833,183
15.66667,182
15.675,181
15.68333,181
15.69167,182
15.7,182
15.70833,180
15.71667,179
15.725,180
15.73333,181
15.74167,181
15.75,179
15.75833,177
15.76667,174
15.775,173
15.78333,174
15.79167,177
15.8,179
15.80833,179
15.81667,177
15.825,176
15.83333,173
15.84167,169
15.85,165
15.85833,162
15.86667,158
15.875,155
15.88333,151
15.89167,148
15.9,146
15.90833,143
15.91667,141
15.925,140
15.93333,137
15.94167,134
15.95,131
15.95833,129
15.96667,130
15.975,132
15.98333,135
15.99167,138
16,141
16.00833,142
16.01667,141
16.025,140
16.03333,139
16.04167,138
16.05,137
16.05833,137
16.06667,137
16.075,135
16.08333,133
16.09167,131
16.1,130
16.10833,130
16.11667,129
16.125,127
16.13333,123
16.14167,117
16.15,111
16.15833,107
16.16667,105
16.175,106
16.18333,108
16.19167,110
16.2,112
16.20833,114
16.21667,116
16.225,119
16.23333,121
16.24167,123
16.25,123
16.25833,122
16.26667,118
16.275,113
16.28333,108
16.29167,105
16.3,102
16.30833,101
16.31667,102
16.325,103
16.33333,105
16.34167,108
16.35,111
16.35833,114
16.36667,116
16.375,117
16.38333,116
16.39167,113
16.4,109
16.40833,105
16.41667,101
16.425,98
16.43333,97
16.44167,97
16.45,97
16.45833,96
16.46667,97
16.475,100
16.48333,103
16.49167,108
16.5,113
16.50833,117
16.51667,119
16.525,118
16.53333,116
16.54167,115
16.55,114
16.55833,113
16.56667,113
16.575,114
16.58333,114
16.59167,115
16.6,118
16.60833,120
16.61667,121
16.625,117
16.63333,113
16.64167,110
16.65,110
16.65833,112
16.66667,116
16.675,119
16.68333,119
16.69167,118
16.7,117
16.70833,117
16.71667,116
16.725,114
16.73333,111
16.74167,106
16.75,102
16.75833,98
16.76667,97
16.775,98
16.78333,98
16.79167,98
16.8,99
16.80833,99
16.81667,102
16.825,105
16.83333,109
16.84167,110
16.85,109
16.85833,107
16.86667,105
16.875,105
16.88333,106
16.89167,108
16.9,108
16.90833,105
16.91667,101
16.925,96
16.93333,91
16.94167,90
16.95,90
16.95833,90
16.96667,91
16.975,91
16.98333,91
16.99167,90
17,89
17.00833,89
17.01667,92
17.025,95
17.03333,99
17.04167,103
17.05,105
17.05833,103
17.06667,98
17.075,93
17.08333,89
17.09167,89
17.1,92
17.10833,98
17.11667,103
17.125,106
17.13333,106
17.14167,103
17.15,101
17.15833,101
17.16667,104
17.175,108
17.18333,110
17.19167,109
17.2,107
17.20833,104
17.21667,103
17.225,104
17.23333,106
17.24167,108
17.25,110
17.25833,111
17.26667,112
17.275,113
17.28333,113
17.29167,111
17.3,109
17.30833,108
17.31667,108
17.325,110
17.33333,113
17.34167,115
17.35,116
17.35833,116
17.36667,113
17.375,111
17.38333,111
17.39167,112
17.4,112
17.40833,112
17.41667,113
17.425,114
17.43333,118
17.44167,122
17.45,127
17.45833,130
17.46667,131
17.475,130
17.48333,130
17.49167,130
17.5,131
17.50833,133
17.51667,138
17.525,144
17.53333,151
17.54167,159
17.55,167
17.55833,174
17.56667,180
17.575,185
17.58333,188
17.59167,190
17.6,190
17.60833,190
17.61667,192
17.625,195
17.63333,200
17.64167,205
17.65,211
17.65833,218
17.66667,226
17.675,234
17.68333,242
17.69167,249
17.7,253
17.70833,257
17.71667,260
17.725,264
17.73333,271
17.74167,279
17.75,288
17.75833,297
17.76667,305
17.775,312
17.78333,317
17.79167,321
17.8,324
17.80833,328
17.81667,333
17.825,337
17.83333,340
17.84167,343
17.85,345
17.85833,349
17.86667,352
17.875,355
17.88333,356
17.89167,357
17.9,358
17.90833,362
17.91667,366
17.925,373
17.93333,378
17.94167,381
17.95,383
17.95833,383
17.96667,384
17.975,385
17.98333,389
17.99167,392
18,393
18.00833,391
18.01667,389
18.025,387
18.03333,387
18.04167,389
18.05,393
18.05833,397
18.06667,398
18.075,397
18.08333,395
18.09167,393
18.1,390
18.10833,387
18.11667,384
18.125,380
18.13333,376
18.14167,373
18.15,370
18.15833,368
18.16667,367
18.175,365
18.18333,361
18.19167,353
18.2,344
18.20833,334
18.21667,324
18.225,315
18.23333,308
18.24167,305
18.25,303
18.25833,301
18.26667,300
18.275,298
18.28333,296
18.29167,294
18.3,293
18.30833,292
18.31667,290
18.325,285
18.33333,279
18.34167,271
18.35,263
18.35833,257
18.36667,252
18.375,249
18.38333,247
18.39167,244
18.4,238
18.40833,231
18.41667,223
18.425,215
18.43333,210
18.44167,206
18.45,205
18.45833,205
18.46667,206
18.475,206
18.48333,205
18.49167,202
18.5,197
18.50833,191
18.51667,185
18.525,180
18.53333,175
18.54167,171
18.55,167
18.55833,163
18.56667,158
18.575,153
18.58333,149
18.59167,145
18.6,142
18.60833,139
18.61667,138
18.625,138
18.63333,140
18.64167,143
18.65,147
18.65833,148
18.66667,146
18.675,143
18.68333,140
18.69167,137
18.7,136
18.70833,135
18.71667,134
18.725,131
18.73333,127
18.74167,124
18.75,121
18.75833,120
18.76667,121
18.775,122
18.78333,122
18.79167,121
18.8,120
18.80833,119
18.81667,119
18.825,118
18.83333,116
18.84167,113
18.85,109
18.85833,104
18.86667,100
18.875,98
18.88333,100
18.89167,103
18.9,107
18.90833,111
18.91667,114
18.925,114
18.93333,114
18.94167,112
18.95,110
18.95833,106
18.96667,102
18.975,100
18.98333,100
18.99167,103
19,108
19.00833,113
19.01667,117
19.025,118
19.03333,119
19.04167,120
19.05,122
19.05833,123
19.06667,123
19.075,123
19.08333,125
19.09167,127
19.1,130
19.10833,134
19.11667,136
19.125,137
19.13333,137
19.14167,138
19.15,139
19.15833,141
19.16667,142
19.175,143
19.18333,144
19.19167,146
19.2,148
19.20833,152
19.21667,157
19.225,163
19.23333,167
19.24167,172
19.25,175
19.25833,175
19.26667,172
19.275,167
19.28333,163
19.29167,161
19.3,162
19.30833,167
19.31667,172
19.325,176
19.33333,179
19.34167,179
19.35,178
19.35833,177
19.36667,176
19.375,177
19.38333,179
19.39167,181
19.4,182
19.40833,182
19.41667,180
19.425,178
19.43333,175
19.44167,173
19.45,171
19.45833,170
19.46667,171
19.475,174
19.48333,178
19.49167,182
19.5,184
19.50833,185
19.51667,186
19.525,187
19.53333,188
19.54167,190
19.55,193
19.55833,194
19.56667,195
19.575,195
19.58333,193
19.59167,190
19.6,186
19.60833,183
19.61667,181
19.625,178
19.63333,176
19.64167,172
19.65,168
19.65833,167
19.66667,169
19.675,172
19.68333,175
19.69167,177
19.7,178
19.70833,177
19.71667,175
19.725,173
19.73333,170
19.74167,168
19.75,166
19.75833,163
19.76667,160
19.775,158
19.78333,156
19.79167,155
19.8,154
19.80833,153
19.81667,152
19.825,153
19.83333,155
19.84167,157
19.85,158
19.85833,154
19.86667,148
19.875,140
19.88333,132
19.89167,126
19.9,123
19.90833,125
19.91667,129
19.925,134
19.93333,139
19.94167,142
19.95,142
19.95833,140
19.96667,136
19.975,132
19.98333,130
19.99167,127
20,123
20.00833,120
20.01667,117
20.025,117
20.03333,117
20.04167,118
20.05,118
20.05833,118
20.06667,117
20.075,115
20.08333,112
20.09167,109
20.1,106
20.10833,105
20.11667,105
20.125,107
20.13333,110
20.14167,113
20.15,114
20.15833,116
20.16667,119
20.175,121
20.18333,122
20.19167,123
20.2,122
20.20833,122
20.21667,122
20.225,123
20.23333,124
20.24167,125
20.25,125
20.25833,125
20.26667,124
20.275,123
20.28333,121
20.29167,120
20.3,119
20.30833,119
20.31667,119
20.325,118
20.33333,118
20.34167,119
20.35,120
20.35833,121
20.36667,122
20.375,122
20.38333,120
20.39167,118
20.4,116
20.40833,115
20.41667,114
20.425,115
20.43333,116
20.44167,117
20.45,118
20.45833,119
20.46667,119
20.475,118
20.48333,118
20.49167,118
20.5,116
20.50833,113
20.51667,110
20.525,107
20.53333,105
20.54167,104
20.55,104
20.55833,103
20.56667,102
20.575,103
20.58333,106
20.59167,110
20.6,116
20.60833,120
20.61667,121
20.625,118
20.63333,115
20.64167,112
20.65,112
20.65833,113
20.66667,115
20.675,117
20.68333,117
20.69167,116
20.7,114
20.70833,111
20.71667,109
20.725,108
20.73333,108
20.74167,111
20.75,115
20.75833,119
20.76667,120
20.775,119
20.78333,115
20.79167,110
20.8,106
20.80833,104
20.81667,103
20.825,104
20.83333,105
20.84167,107
20.85,108
20.85833,110
20.86667,112
20.875,114
20.88333,116
20.89167,117
20.9,117
20.90833,115
20.91667,114
20.925,113
20.93333,112
20.94167,110
20.95,108
20.95833,108
20.96667,109
20.975,110
20.98333,110
20.99167,109
21,109
21.00833,110
21.01667,110
21.025,110
21.03333,108
21.04167,104
21.05,99
21.05833,98
21.06667,100
21.075,105
21.08333,109
21.09167,112
21.1,113
21.10833,112
21.11667,111
21.125,112
21.13333,115
21.14167,117
21.15,119
21.15833,118
21.16667,116
21.175,112
21.18333,107
21.19167,103
21.2,101
21.20833,101
21.21667,103
21.225,104
21.23333,104
21.24167,104
21.25,103
21.25833,104
21.26667,106
21.275,108
21.28333,110
21.29167,111
21.3,110
21.30833,108
21.31667,106
21.325,106
21.33333,106
21.34167,106
21.35,108
21.35833,109
21.36667,110
21.375,112
21.38333,113
21.39167,113
21.4,112
21.40833,110
21.41667,108
21.425,109
21.43333,110
21.44167,112
21.45,113
21.45833,114
21.46667,113
21.475,111
21.48333,109
21.49167,106
21.5,104
21.50833,102
21.51667,100
21.525,99
21.53333,98
21.54167,96
21.55,94
21.55833,91
21.56667,88
21.575,86
21.58333,85
