Antibody,VH Positive Charge,VH Negative Charge,VH HM,VH pI,VH Charged,VH Polar,VH Hydrophobic,VH Aromatic,VH Amphipathic,VH Atoms,VH Bond A,VH Bond D,VL Positive Charge,VL Negative Charge,VL HM,VL pI,VL Charged,VL Polar,VL Hydrophobic,VL Aromatic,VL Amphipathic,VL Atoms,VL Bond A,VL Bond D,CDR Positive Charge,CDR Negative Charge,CDR HM,CDR pI,CDR Charged,CDR Polar,CDR Hydrophobic,CDR Aromatic,CDR Amphipathic,CDR Atoms,CDR Bond A,CDR Bond D
fasinumab,0.08403361344537816,0.11764705882352941,-0.44621848739495773,5.863025210084032,0.20168067226890757,0.31092436974789917,0.4369747899159664,0.10084033613445378,0.08403361344537816,3.6554621848739495,0.36134453781512604,0.3025210084033613,0.102803738317757,0.06542056074766354,-0.7813084112149526,6.125233644859815,0.16822429906542055,0.34579439252336447,0.411214953271028,0.11214953271028037,0.08411214953271028,3.7663551401869158,0.32710280373831774,0.308411214953271,0.07575757575757576,0.10606060606060606,-0.6227272727272726,5.833333333333331,0.18181818181818182,0.3333333333333333,0.4393939393939394,0.15151515151515152,0.06060606060606061,4.0,0.30303030303030304,0.22727272727272727
fezakinumab,0.12396694214876033,0.09917355371900827,-0.7446280991735532,6.10578512396694,0.2231404958677686,0.2809917355371901,0.4049586776859504,0.1322314049586777,0.12396694214876033,3.9008264462809916,0.35537190082644626,0.3140495867768595,0.05405405405405406,0.06306306306306306,-0.3558558558558557,5.915315315315316,0.11711711711711711,0.34234234234234234,0.4774774774774775,0.09009009009009009,0.07207207207207207,3.2522522522522523,0.34234234234234234,0.3063063063063063,0.0958904109589041,0.1095890410958904,-0.7753424657534247,5.858904109589039,0.2054794520547945,0.3287671232876712,0.3698630136986301,0.1780821917808219,0.136986301369863,3.8493150684931505,0.4246575342465753,0.3698630136986301
ficlatuzumab,0.1016949152542373,0.06779661016949153,-0.5669491525423728,6.0567796610169475,0.1694915254237288,0.3474576271186441,0.3983050847457627,0.1271186440677966,0.11864406779661017,3.8559322033898304,0.3389830508474576,0.3389830508474576,0.08411214953271028,0.102803738317757,-0.6140186915887846,5.888785046728972,0.18691588785046728,0.3364485981308411,0.411214953271028,0.102803738317757,0.09345794392523364,3.6542056074766354,0.37383177570093457,0.32710280373831774,0.09230769230769231,0.06153846153846154,-0.7692307692307693,5.949230769230765,0.15384615384615385,0.4,0.3230769230769231,0.2,0.16923076923076924,4.153846153846154,0.4,0.4
fletikumab,0.09448818897637795,0.09448818897637795,-0.6401574803149601,5.976377952755906,0.1889763779527559,0.3228346456692913,0.4015748031496063,0.12598425196850394,0.12598425196850394,3.8897637795275593,0.3464566929133858,0.29133858267716534,0.07476635514018691,0.06542056074766354,-0.4476635514018688,5.996261682242991,0.14018691588785046,0.35514018691588783,0.4485981308411215,0.102803738317757,0.056074766355140186,3.467289719626168,0.3644859813084112,0.34579439252336447,0.05405405405405406,0.10810810810810811,-0.5729729729729729,5.697297297297294,0.16216216216216217,0.36486486486486486,0.3918918918918919,0.16216216216216217,0.12162162162162163,3.9594594594594597,0.3783783783783784,0.2972972972972973
fresolimumab,0.075,0.08333333333333333,-0.3491666666666665,5.954999999999999,0.15833333333333333,0.30833333333333335,0.4583333333333333,0.09166666666666666,0.1,3.525,0.35,0.30833333333333335,0.08333333333333333,0.08333333333333333,-0.6296296296296289,6.044444444444445,0.16666666666666666,0.3148148148148148,0.4537037037037037,0.10185185185185185,0.06481481481481481,3.6018518518518516,0.3611111111111111,0.2962962962962963,0.058823529411764705,0.058823529411764705,-0.30147058823529416,5.970588235294116,0.11764705882352941,0.29411764705882354,0.5147058823529411,0.10294117647058823,0.08823529411764706,3.3676470588235294,0.3382352941176471,0.29411764705882354
fulranumab,0.10569105691056911,0.08943089430894309,-0.5439024390243904,6.026016260162603,0.1951219512195122,0.2926829268292683,0.42276422764227645,0.13821138211382114,0.13008130081300814,3.869918699186992,0.35772357723577236,0.3089430894308943,0.07476635514018691,0.06542056074766354,-0.4476635514018688,5.996261682242991,0.14018691588785046,0.35514018691588783,0.4485981308411215,0.102803738317757,0.056074766355140186,3.467289719626168,0.3644859813084112,0.34579439252336447,0.1,0.07142857142857142,-0.6085714285714285,5.991428571428568,0.17142857142857143,0.37142857142857144,0.37142857142857144,0.17142857142857143,0.12857142857142856,3.914285714285714,0.44285714285714284,0.4142857142857143
galiximab,0.06299212598425197,0.05511811023622047,-0.25826771653543307,5.970078740157478,0.11811023622047244,0.33070866141732286,0.4566929133858268,0.12598425196850394,0.11023622047244094,3.6141732283464565,0.33070866141732286,0.31496062992125984,0.07272727272727272,0.08181818181818182,-0.4918181818181815,5.92909090909091,0.15454545454545454,0.34545454545454546,0.44545454545454544,0.08181818181818182,0.06363636363636363,3.3727272727272726,0.36363636363636365,0.32727272727272727,0.07692307692307693,0.0641025641025641,-0.5435897435897438,5.934615384615382,0.14102564102564102,0.358974358974359,0.3974358974358974,0.15384615384615385,0.1282051282051282,3.6923076923076925,0.38461538461538464,0.358974358974359
gemtuzumab,0.08620689655172414,0.07758620689655173,-0.5508620689655171,5.973275862068965,0.16379310344827586,0.33620689655172414,0.39655172413793105,0.12931034482758622,0.1206896551724138,3.8275862068965516,0.3448275862068966,0.3275862068965517,0.09009009009009009,0.08108108108108109,-0.6171171171171166,6.012612612612614,0.17117117117117117,0.35135135135135137,0.42342342342342343,0.10810810810810811,0.06306306306306306,3.6576576576576576,0.35135135135135137,0.32432432432432434,0.08955223880597014,0.07462686567164178,-0.7835820895522387,5.958208955223878,0.16417910447761194,0.3582089552238806,0.3582089552238806,0.16417910447761194,0.13432835820895522,4.074626865671642,0.34328358208955223,0.3283582089552239
gevokizumab,0.09166666666666666,0.075,-0.46583333333333327,6.02583333333333,0.16666666666666666,0.3416666666666667,0.425,0.10833333333333334,0.08333333333333333,3.716666666666667,0.3333333333333333,0.31666666666666665,0.102803738317757,0.06542056074766354,-0.5775700934579433,6.059813084112149,0.16822429906542055,0.37383177570093457,0.3925233644859813,0.11214953271028037,0.09345794392523364,3.7663551401869158,0.37383177570093457,0.38317757009345793,0.11940298507462686,0.08955223880597014,-0.670149253731343,6.046268656716416,0.208955223880597,0.31343283582089554,0.3880597014925373,0.14925373134328357,0.14925373134328357,4.059701492537314,0.3582089552238806,0.34328358208955223
girentuximab,0.11764705882352941,0.08403361344537816,-0.5470588235294117,6.082352941176472,0.20168067226890757,0.29411764705882354,0.42857142857142855,0.12605042016806722,0.1092436974789916,3.7478991596638656,0.36134453781512604,0.3445378151260504,0.08411214953271028,0.07476635514018691,-0.614953271028037,5.9775700934579445,0.1588785046728972,0.3644859813084112,0.411214953271028,0.12149532710280374,0.09345794392523364,3.7663551401869158,0.34579439252336447,0.3177570093457944,0.09090909090909091,0.045454545454545456,-0.6439393939393937,6.031818181818178,0.13636363636363635,0.36363636363636365,0.36363636363636365,0.19696969696969696,0.18181818181818182,3.984848484848485,0.4090909090909091,0.4090909090909091
glembatumumab,0.07563025210084033,0.04201680672268908,-0.35042016806722687,6.005882352941176,0.11764705882352941,0.3865546218487395,0.37815126050420167,0.15966386554621848,0.13445378151260504,3.865546218487395,0.3949579831932773,0.40336134453781514,0.07407407407407407,0.06481481481481481,-0.5611111111111106,6.024074074074075,0.1388888888888889,0.35185185185185186,0.4351851851851852,0.1111111111111111,0.08333333333333333,3.712962962962963,0.32407407407407407,0.28703703703703703,0.05970149253731343,0.029850746268656716,-0.7134328358208953,5.992537313432833,0.08955223880597014,0.40298507462686567,0.29850746268656714,0.23880597014925373,0.208955223880597,4.268656716417911,0.417910447761194,0.40298507462686567
golimumab,0.10317460317460317,0.07142857142857142,-0.5650793650793652,6.079365079365078,0.1746031746031746,0.2777777777777778,0.4523809523809524,0.1349206349206349,0.1349206349206349,3.7222222222222223,0.30952380952380953,0.2777777777777778,0.08333333333333333,0.07407407407407407,-0.5657407407407403,6.054629629629629,0.1574074074074074,0.3148148148148148,0.4537037037037037,0.12037037037037036,0.07407407407407407,3.7222222222222223,0.3425925925925926,0.2962962962962963,0.12162162162162163,0.06756756756756757,-0.7783783783783783,6.1297297297297275,0.1891891891891892,0.2702702702702703,0.4189189189189189,0.1891891891891892,0.17567567567567569,3.9324324324324325,0.35135135135135137,0.33783783783783783
ibalizumab,0.09836065573770492,0.09836065573770492,-0.6081967213114752,5.961475409836066,0.19672131147540983,0.3114754098360656,0.38524590163934425,0.13934426229508196,0.13114754098360656,3.819672131147541,0.38524590163934425,0.36065573770491804,0.08928571428571429,0.08035714285714286,-0.6535714285714278,5.994642857142859,0.16964285714285715,0.3482142857142857,0.38392857142857145,0.125,0.11607142857142858,3.830357142857143,0.38392857142857145,0.35714285714285715,0.12162162162162163,0.0945945945945946,-0.9864864864864863,6.0189189189189145,0.21621621621621623,0.33783783783783783,0.2702702702702703,0.22972972972972974,0.1891891891891892,4.445945945945946,0.4594594594594595,0.44594594594594594
