A11X,A11Y,B11X,B11Y,C11X,C11Y,D11X,D11Y,E11X,E11Y,F11X,F11Y,G11X,G11Y,H11X,H11Y
1078.34338,5451.48828,1271.3075,4277.33643,1318.55005,3929.32886,1662.56433,5820.25049,1035.72607,1026.47546,1026.05823,69.9877777,136.28006,21.9464302,67.0433044,18.4774399
1105.15356,4435.5752,967.26416,4907.82275,1347.66101,5743.26514,1399.81506,4611.96875,1835.37012,3679.83569,1040.57788,91.6957855,179.862976,28.9201736,60.4510307,16.9754028
1088.047,556.397461,1148.95105,5653.98926,1435.67322,6045.15088,1658.73767,5520.9873,1883.36377,2982.61646,510.704529,40.6861305,571.513184,29.4923782,66.5068665,39.3986702
1188.92188,4960.19141,1235.93811,5029.48779,1289.62988,5489.13477,1421.10583,4428.92334,1183.95093,169.658661,795.650513,59.235096,371.42038,33.0924988,66.6022339,26.8578529
1151.15637,5200.25488,1124.40588,5262.8042,1195.07312,5032.32471,1394.51025,5517.75684,1718.53308,5701.13672,375.437744,26.5002251,457.263,34.224987,68.0446625,19.7887421
949.203979,5786.31152,1199.18579,5195.42676,1226.3656,4631.31689,1603.05505,5480.88574,911.581543,69.7612762,995.552551,65.7320023,491.034973,22.5424767,70.2619553,42.1404839
1031.69678,5376.79199,1275.58704,6181.26416,1308.89417,5360.15039,1528.8114,3317.68994,1754.51038,4467.70215,1689.31482,4424.84619,226.759918,14.8057938,66.7333603,16.105175
1062.38123,4772.05518,1248.83655,4521.21484,1220.17859,4838.12109,1498.85413,5363.14258,1426.23181,573.384766,1102.37598,329.959381,258.33844,25.0935555,51.7845154,34.0223312
1118.69568,4401.01611,1228.49939,4489.7793,1169.28821,5272.43604,1566.7439,4655.59961,1881.7782,4265.86865,856.971741,60.0099564,203.728668,17.1899796,59.7596169,14.257431
1092.94653,4432.40381,1170.31335,4681.98047,1360.66675,5713.97559,1560.90259,5540.29932,1590.09692,3630.50708,1202.98865,142.836578,628.721741,12.1831894,67.5797424,39.6132469
1205.12244,5249.41699,954.997559,4566.96729,1017.42743,5327.78516,1466.3219,4360.23486,1792.35938,5441.37939,469.171997,42.9749489,500.285614,102.28157,71.2394714,29.540062
1096.10559,4500.10303,1121.40173,4678.52344,1213.9917,5760.93213,1392.32874,5553.04297,2055.45435,3827.57178,440.02533,25.66576,125.598907,25.1889229,48.9354134,17.0230865
930.809998,3825.33081,1271.05713,5698.37109,1272.16577,5411.69629,1866.00684,1785.42139,1686.8114,5117.02295,901.55603,158.047668,603.497009,21.9106674,69.7612762,34.2011452
1098.50171,4619.61035,1093.49487,4679.81104,1204.63367,4766.20215,1453.48315,4106.42627,1540.89929,4680.24023,287.675842,23.6034393,164.222717,47.1115112,70.8937683,40.3642654
1089.70398,4522.52637,1050.15039,5228.11426,1393.44934,5672.62158,1481.69995,5440.28271,1409.68567,3503.46558,1018.4884,351.28595,495.326508,30.2791595,74.839592,32.6633453
1020.30042,4408.71729,1134.026,5443.69238,1206.48145,5172.94385,1445.18616,4493.12939,1139.19971,486.743439,489.640228,19.0734863,160.586838,42.3312187,75.5548477,31.1136246
980.055359,4425.54932,1210.15308,5335.43848,1265.62122,5576.14551,1231.93262,5040.90771,1151.75244,201.499466,781.297668,42.2477722,345.361237,20.4801559,101.613998,57.8284264
1208.32922,4929.3042,1204.44299,5327.10547,1061.49915,4774.18896,1459.90845,5352.54492,1882.08813,2978.93286,802.31427,42.6411629,421.714783,23.6272812,58.3767891,7.86781311
1072.37097,4250.87207,1236.78442,5971.24121,1263.66614,5478.03662,1110.78027,3707.81421,1214.68311,720.858582,334.095947,33.1401825,207.114227,40.3285027,77.7602234,38.3496284
1064.77734,5111.26514,1113.08093,4942.7749,1220.40515,5658.4834,1792.44275,4347.13379,1547.82532,1195.29968,867.080688,109.25531,209.605698,34.8329544,74.6488571,11.1937523
860.667236,2875.47119,1246.70264,5480.22998,1251.7572,5408.12012,1640.53442,5654.76416,1751.26794,3365.96973,659.871094,41.0437584,213.778015,27.2750854,71.8235931,16.0813332
1075.17236,5289.62598,1070.47559,4898.5957,372.374054,1029.98022,1391.63733,5055.03418,1007.09198,101.959702,1364.64832,1143.06213,299.2034,20.5993652,44.2862511,38.1708145
1079.42822,4779.49365,1055.07373,3834.52173,1238.91833,5060.45801,1555.37134,5723.35742,1560.86682,4020.03516,502.359863,3.40938568,803.220276,67.4128571,65.4697418,22.7808952
1045.53699,5230.24805,1258.50439,5177.06885,1252.96118,6411.6001,1499.93896,5424.18945,1497.99585,4807.93701,1119.72095,162.374969,363.838684,28.5863876,60.3437424,22.2444534
1037.21619,4677.66504,1219.40369,5767.71484,1233.995,5679.76221,1539.88599,5151.73682,1955.72375,4690.55176,299.346436,22.9239464,258.17157,7.1644783,66.447258,48.2559204
1065.18274,4614.92529,1233.995,5073.11816,1171.12402,2578.38965,1604.104,4550.18262,1602.99536,2438.00879,645.136841,40.8053398,341.844543,31.2209129,60.5463982,49.1976738
1101.37463,4615.99805,1192.31934,5076.52783,1363.49207,3835.0105,1689.46985,4929.26855,1738.58398,4299.98633,1051.6405,850.737122,236.618515,20.0510025,71.9428101,28.6459923
1251.49487,3899.75317,1282.64429,5821.14453,1244.11584,4664.9458,1573.28845,5135.19043,1199.68652,540.077698,936.853882,324.797638,204.384323,22.995472,64.7068024,28.2645226
979.542725,4822.27783,1232.02795,5389.85742,1336.50305,5478.00049,1954.38867,5219.65039,1215.26721,384.068481,345.098969,11.7897987,290.739532,35.3336334,60.9636307,20.8616257
1071.9657,4522.896,1196.96851,5033.86279,1257.30042,4737.63965,1622.91528,5626.63086,1874.30383,4825.38916,1087.29602,208.652023,429.570679,47.6956367,50.6997108,21.5768814
1031.99487,5418.56299,968.146301,4431.62939,1245.71326,4529.54785,1435.66138,4354.79883,1358.5448,600.171082,638.794922,26.3571739,208.902359,23.4127045,66.8406525,10.3473663
1236.29565,6291.98535,1217.01953,5863.01074,1199.80579,5256.2832,1343.15491,5607.81934,1862.49023,4287.89844,914.537903,115.251541,359.892853,19.4072723,68.8672028,4.20808792
1126.59937,4195.12988,1233.44666,4773.6167,1222.21704,5054.46191,1763.47498,4895.04346,848.042969,148.117538,800.931458,50.0679016,382.792938,10.0255013,82.4928284,49.3407249
1069.45044,5349.67188,1188.99341,5567.88428,1184.4873,5459.18945,1459.83691,5241.51318,1657.87939,2989.23242,1717.38867,2909.42188,263.273712,14.2216682,63.9915466,69.3678894
1075.08899,4755.354,1120.44812,5629.03857,1166.55823,5136.06055,1435.95935,4274.68994,938.630127,160.062317,269.305695,17.2376633,308.048737,27.1677971,57.7449799,42.8915024
1081.60974,4804.70654,1217.8302,5595.11182,1246.10657,4124.9751,1550.0426,3573.97803,1243.55554,506.412994,572.299927,57.3396683,175.654892,24.0445137,70.4288483,42.7126884
1185.38147,5544.28125,1091.83789,4526.57959,1337.13489,5488.01416,1423.15625,1686.19153,1848.79297,3087.22266,1681.38745,1204.15686,686.740845,10.8957291,65.3028488,5.37633896
1052.52271,4942.09521,994.002808,4427.37354,1303.86353,5576.45557,1371.4314,5576.61035,1473.10498,1102.50708,386.4646,38.6834145,363.588318,38.1112099,62.5967979,10.073185
1062.97729,5772.12549,1215.26721,5917.79932,1332.40222,5936.43164,1637.75684,5654.57324,1388.2876,201.98822,857.329346,30.3268433,603.234741,32.3414803,68.8433685,7.04526901
1175.65393,4282.48633,1209.79553,5398.4165,1292.2406,5546.16455,1461.04102,4648.99561,1101.56531,94.4137573,363.05188,35.1428986,177.133087,38.0277634,59.4854355,22.3994255
1091.53992,4207.63477,1046.33569,5138.43311,1254.78503,4703.73633,1470.17236,4312.96826,1636.93433,3735.64966,1037.38306,151.646133,343.692291,29.9930573,57.721138,28.0976295
1059.65137,5460.75098,979.304321,3882.32471,1214.39697,5261.15918,1180.55347,5518.06689,951.325867,102.984909,420.641907,33.1640244,233.399872,30.7917595,75.3283539,23.9133835
1045.78735,5398.17822,1206.95825,4811.00098,1103.54419,4507.08887,1621.07947,5155.59912,13.1726265,7486.72461,448.095795,27.7042389,452.637665,11.6705894,80.3232193,16.772747
969.374207,4092.56226,1131.58228,5255.13867,1122.65344,4143.90576,1413.83411,5737.62646,2139.78296,5279.80322,471.556183,13.4706497,460.231293,28.0857086,65.779686,35.6197357
1080.7395,4749.60791,1247.87097,4221.26074,1293.56384,4869.94971,455.546387,1737.5946,991.260986,142.455109,1067.05432,113.844872,315.392029,21.8510628,68.0565796,14.3766403
1155.20959,5611.7417,1133.97839,4936.48047,1248.06165,4907.76318,1601.44568,5045.11572,1137.62622,540.745239,428.140167,9.60826874,651.168823,34.3680382,84.1140747,30.2433968
1170.96899,5790.3291,1341.78406,5321.74121,1210.95178,6142.97412,1373.05261,4147.51758,1697.44495,4257.77441,569.081299,23.1385231,177.347656,32.2341919,74.8157501,36.4422798
1132.23792,3452.61108,1206.06421,1602.53052,1189.3988,4157.47168,1560.29468,5385.26758,902.65271,81.9206238,510.537628,33.5335732,499.892242,29.0632248,66.5307007,41.3298607
1006.88934,3975.20068,1046.14502,5308.03223,1267.8147,4915.84521,1691.79443,5017.50684,1342.72571,417.864319,909.519165,98.2165375,352.025024,38.1350517,78.1893768,29.8023224
1102.35217,5469.25049,1168.83521,5365.50293,1229.0835,6197.30957,1602.79272,4996.06152,1905.82275,4570.90137,714.933899,33.8077545,446.891785,23.7822533,68.3188477,36.57341
1287.35303,5506.56299,1147.85437,5329.81152,1380.90845,5183.07666,1411.65259,4099.96533,1570.77307,2630.17407,335.741028,19.2761421,365.936768,22.315979,75.1972198,56.9820404
1196.24133,5023.70605,1166.14099,5867.58838,1382.97083,5363.72656,1478.98193,5243.56348,1775.03821,3795.67139,526.583191,18.6562538,314.974792,17.8456306,75.7336578,41.6517258
1078.82019,3703.52271,1324.78479,5133.65283,1167.80994,5229.07959,1283.58606,1682.87756,1589.75122,5220.5918,365.960602,65.743927,187.742706,32.2699547,66.0657883,5.61475754
1315.29565,3404.79614,1053.66711,4969.38232,1179.44482,5067.00293,1546.93127,5384.13525,1513.08777,1469.65979,781.619568,9.46521759,314.533722,31.5904617,58.4363937,25.5584717
998.878479,5421.68604,1242.0177,5607.81934,1285.61255,5407.47656,1521.31323,5116.67725,1723.14648,4461.84863,452.113159,26.9055367,616.788879,68.3426819,66.8525696,25.9757042
1125.02576,5163.41943,1079.15405,5514.68115,1325.23779,4270.2915,1314.30627,4123.19922,1706.39758,4324.98438,1099.68188,44.1670418,212.502472,26.6194344,66.9360199,25.2246857
1163.06543,4509.29395,873.124573,4147.72021,1318.77661,5443.32275,1337.51636,2503.64551,1507.43726,3790.1521,834.226624,48.9234924,562.477112,61.7265701,78.2251358,5.42402267
922.89447,4279.60156,1255.30957,5731.88086,1261.12695,5674.11182,1483.02319,2335.6438,1736.21179,4207.3252,944.471375,68.7956848,431.215759,40.4000282,62.1199608,40.7457352
966.417786,4890.41797,1172.62598,3962.55249,1202.94092,5340.18262,1853.94287,5030.23877,1710.91553,1525.47363,674.593445,34.8091125,486.350067,42.9153442,62.2749329,41.0079956
1135.15857,5426.49023,1153.02795,4913.47314,1554.4176,2324.86719,1169.38354,4048.18066,1020.31232,113.725662,547.575928,53.0362129,329.971313,17.4403191,75.1972198,14.770031
1025.5813,4705.92969,1109.9458,4250.45508,1142.94287,5355.54883,1375.65137,5824.44678,2060.72339,4980.38525,452.756897,17.7145004,840.163208,37.5270844,87.8691711,24.4021416
1333.06982,5092.48975,1182.30579,5015.98096,1365.79272,5252.44482,1477.88525,3602.23047,2022.09949,4129.83887,801.396362,89.5023346,375.902649,29.5877457,84.0783081,16.3555145
1022.57727,3641.53394,883.603088,4581.96387,1411.14001,5625.06934,1276.45728,3996.86108,1539.75488,1818.63306,1197.04004,1084.51843,233.888626,25.2842903,71.3706055,20.0271606
1002.22827,4398.75146,1278.19775,5701.54199,1142.48987,4539.28711,1450.2644,5505.84814,1076.4718,251.472,390.7323,43.4398651,292.86145,41.4848328,73.1468201,19.5622444
964.450806,4485.95264,1404.78613,5503.82129,1284.12244,5155.75391,1638.04297,5868.95947,1513.51685,1395.48779,560.414795,23.9491463,381.100189,57.6615334,61.0232353,3.13520432
1140.06995,4900.07422,1276.2666,5518.53174,1296.41296,5367.76758,1386.32056,4675.37646,1618.87402,5201.58984,921.058655,72.2169876,157.690048,22.4947929,63.431263,4.08887863
137.305267,8288.8125,1050.15039,5397.49854,1112.84253,5576.229,1430.77368,4818.89258,1616.50183,1315.16455,311.279297,21.4219093,338.792786,27.1439552,66.1849976,13.6852264
964.236267,4950.01074,1268.45837,5530.60791,1345.18152,4599.69043,1446.54517,5452.06055,1475.87061,884.473328,952.935242,100.314621,546.944153,18.6562538,80.740448,10.9791756
1257.39575,4867.39893,1117.599,4876.82813,1115.91821,5546.5459,1585.55505,4132.04443,1192.0929,148.844727,835.728638,33.1878662,492.846954,35.2501869,55.3488731,58.400631
1000.60699,5054.47363,1184.23706,4873.62158,1239.86011,4525.5542,1366.40076,3795.77881,1677.91846,4259.27637,769.734375,53.1792641,134.897232,19.299984,69.9162445,19.3357468
1034.41479,5194.79492,1253.78369,5972.19482,1196.76587,5764.62744,1378.04749,5124.64063,1435.86401,631.856934,1027.59595,149.619583,135.505203,9.27448273,63.0259514,30.3506851
1158.33276,4762.4707,1204.33569,4100.09619,1145.58936,4428.31494,1615.34546,5134.96387,1749.07446,4401.3501,678.014771,38.6357307,547.921631,124.180313,69.0579376,16.3435936
1052.01001,3343.27222,1084.92371,5159.05615,1348.53125,5599.37939,1555.41895,4412.34131,1116.25195,240.790848,775.706787,29.2897224,372.743591,32.544136,72.4196472,23.7584114
1175.94006,5084.24023,1145.00525,5353.08105,1144.38538,5259.85938,1584.21997,5314.87451,1357.69849,4111.68359,259.518616,20.0271606,397.002686,29.4566154,55.5276871,22.3040581
1145.91125,4577.13623,1077.48511,3505.89746,1134.82471,4831.2666,1452.29102,4735.63672,1569.87903,2959.27515,742.578491,30.5056572,238.978867,16.5462494,59.8430634,23.6988068
1346.13513,5246.01953,1243.98474,5459.79736,1243.98474,5677.50928,1822.11401,5255.18652,1807.78503,5083.21533,695.097473,41.4133072,454.878815,12.1116638,73.3852386,14.3885612
975.871094,5100.69141,1172.87634,4727.125,1169.28821,4335.06982,1308.6676,4656.38623,1629.90088,4824.72168,753.712646,19.7172165,268.781189,29.1705132,93.5673676,31.208992
1194.33398,5406.29639,1214.54004,5565.75049,1166.74902,4858.87549,1513.79114,4882.82422,1655.01831,4349.89941,906.252869,254.106522,153.958801,10.39505,69.1771545,9.53674316
1046.52649,4801.55957,1179.39709,5964.18359,1260.05408,5885.26709,1589.03601,4558.74219,1453.50696,522.565857,892.078857,40.8291817,234.067444,53.0719757,64.1345978,43.0464745
1109.2782,4831.54053,1237.70239,5928.96924,1179.23022,3964.24536,1382.37476,4961.21631,1773.01172,4070.38916,519.287598,4.69684601,134.003159,20.5636024,79.9417496,24.2352486
1060.43811,5452.22754,900.316223,4495.38232,1254.9519,5610.82373,1395.70239,4858.00488,1278.79382,942.599792,1106.57214,189.507004,246.787079,39.8397446,83.1365585,55.7899475
1046.40723,4427.38525,1081.01367,4445.82715,1181.68591,5158.74609,1474.95264,5274.91553,1129.10266,191.12825,822.520264,33.1163406,508.511078,17.9886818,77.9151917,19.466877
1118.79114,5065.03564,1285.39795,5316.78223,1233.49426,4356.90869,1454.84204,3010.2373,1771.37854,4900.75342,1009.29736,133.454803,511.956207,6.98566437,74.9826431,41.8901443
1075.02942,4723.37012,1075.995,5117.4043,1396.77527,4045.85596,1792.12097,6136.15527,1713.69312,3046.14307,891.375549,18.8112259,692.331787,32.0792198,55.8495522,17.5356865
1009.97687,5553.01904,1177.03674,5624.83057,1268.58948,3743.70825,1310.21741,4215.97949,1502.51392,933.516052,1031.43457,134.932999,223.135956,28.0499458,58.8178635,33.3070755
1044.94092,3836.66748,879.56189,5983.73438,14.6508217,2687.323,1687.93201,5690.66992,1718.99792,4159.53418,833.618652,85.0081482,212.38327,23.0312347,60.8682632,18.286705
1089.79944,6025.43359,1191.23462,5481.35059,1323.00854,3925.95532,1382.21985,5371.68994,1673.04272,4319.25049,744.59314,68.1281128,201.749802,30.2314758,75.6978989,38.3973122
1013.89886,2637.42212,1202.04688,5622.60156,1431.62012,3734.73169,1772.10571,3319.44238,1718.46155,3778.3623,666.761414,52.9408455,225.412842,29.0989876,73.6951828,48.7923622
907.623779,4829.84766,1076.7937,5558.19287,1149.20142,5393.20703,1685.52393,5596.125,1677.79919,1995.94495,503.039368,24.5690346,176.65625,8.77380371,65.2194061,18.5608864
1074.29028,4013.56226,1111.22131,5495.72705,1261.06738,5725.16895,1446.04443,4525.07715,1104.40259,265.157227,272.190582,27.0366669,262.737274,30.1718712,77.5933228,39.2079353
975.120056,5183.17236,1282.78735,5705.41602,1197.70764,4993.70117,1480.26941,4667.03174,1581.83569,3952.78931,1052.16504,85.0558319,310.218323,33.5216522,63.9200211,51.7487526
1114.49951,4241.04932,1082.71838,4891.39551,1160.21631,5624.42529,1513.45728,2039.95703,1626.42004,5321.91992,288.343445,22.9597092,702.452637,41.3656235,67.2101974,34.1415405
1226.61597,4623.04346,1170.76636,5129.28955,1302.68335,5180.64502,1449.40613,4546.43945,1197.68384,379.359711,280.308716,17.6787376,347.959991,19.3238258,85.2823257,26.0829926
1187.77747,4161.96582,991.499451,5500.11377,1187.396,756.871704,1419.60388,5566.5376,1936.53101,4603.39795,553,21.982193,180.792816,29.7427177,81.8729401,22.6855278
1038.56323,5327.14111,1049.59009,4919.87451,1002.09711,3373.89697,1672.02954,5585.12207,1668.95386,3958.47559,1070.59473,213.015076,262.892242,32.6395035,70.1069794,13.0057335
995.945923,5178.03418,1143.93237,3819.07227,1289.93994,5477.32129,1627.12341,4711.28223,1537.44226,4633.62939,382.804871,27.2393227,392.568115,24.7836113,68.8076019,19.9913979
1175.73743,3366.5061,1191.25842,5841.1001,1195.85986,2536.09424,1640.99927,4553.07959,1649.28442,3917.09814,651.025757,50.5924225,313.580048,6.66379929,75.006485,13.7686729
1043.27197,5696.43994,1252.11475,2958.45264,1255.89368,5601.73975,1503.21716,3828.71631,1815.49792,4318.43994,366.449341,30.02882,773.799438,11.2771988,61.5358353,6.90221786
1902.12732,1640.9397,1122.06934,4299.6167,1299.81042,4990.62549,1475.81104,5538.36816,1627.83862,3306.37695,734.663025,42.8080559,367.236145,31.542778,72.8488007,22.2206116
1181.1853,4938.85303,1162.58862,4220.15186,1293.40881,4435.75391,1439.67871,5010.56934,1648.95056,4524.75537,772.738464,31.6023827,454.723846,28.5148621,88.6082611,16.8561935
888.502625,5237.3291,1256.90698,6023.16846,1223.09924,5487.91895,1698.45825,4893.13623,1326.22717,384.044647,472.30719,23.0073929,478.959076,38.3973122,74.7919083,16.0455704
1122.02173,5160.41504,1303.43433,2244.90161,1150.71533,5095.625,1801.41931,5043.94775,961.79248,397.992126,285.077087,31.3520432,180.685516,18.966198,64.5637512,36.0965729
985.491272,5161.08252,1045.25085,5362.60596,1186.91919,4995.48926,1744.03186,1692.00903,1727.85522,4620.46875,1407.34912,85.5445862,335.776794,27.3227692,83.9591064,24.7001648
1145.74438,1989.30505,1184.12976,2535.14063,1278.49585,4882.18066,1438.47461,5033.11133,1569.67639,4466.04492,984.191895,204.086304,520.086304,30.1003456,71.0487366,25.5584717
1121.05603,4970.01416,740.897644,5076.98047,1270.19885,5113.0415,1469.73132,5396.33057,1508.05713,1044.70251,479.853149,29.0513039,260.043152,19.0973282,64.7068024,10.8242035
1065.30188,2966.8689,1021.90973,5345.15381,1213.3479,4498.56543,1454.62756,4661.48877,1259.95874,250.947479,524.902344,33.6647034,245.654587,19.299984,78.7138977,40.5907631
1019.50171,4340.93457,1208.03113,4626.31006,1176.95337,5501.22266,1438.17664,634.169556,1272.2373,525.10498,780.236694,27.6327133,462.985046,21.0762024,72.4554062,45.7644463
266.063202,264.179718,986.814514,4393.11279,1243.88928,5258.11914,1453.99573,5767.17871,1781.02258,4145.55078,1761.56763,2242.49365,363.910187,5.50746918,83.2438507,29.6831131
1088.55957,5079.78223,1235.12744,4882.2998,1328.74255,5298.92432,1688.0155,3842.85449,1787.55518,4117.69141,823.724243,44.298172,204.527374,17.7145004,88.9897308,11.909008
1016.59296,5344.43848,634.19342,1237.33276,1271.52209,4705.61963,1618.14685,4856.50293,1713.84814,1942.18164,474.321838,28.2168388,535.249695,20.5516815,114.822388,34.4872475
1132.40479,5371.49902,1173.49622,5095.67285,1378.78662,4250.90771,1584.33911,2339.61353,1297.95068,309.240814,405.240051,29.2420387,604.10498,26.7267227,77.4145126,38.1112099
1082.96875,3891.56348,1125.56213,4801.8457,1115.96582,2702.36719,1513.11157,5506.59912,1657.28333,1832.1156,881.755371,127.077103,159.752365,37.3244286,75.9601593,47.4572182
902.438171,4221.97559,1102.04224,5226.02783,1207.69739,5509.38867,1444.38745,4698.68164,1098.43018,246.500977,1430.5592,1387.46497,153.672699,11.7897987,66.3876495,23.7226486
1346.14709,5026.74561,971.794128,4794.78857,1901.71008,2672.55298,1668.90625,5737.49561,1436.15002,929.594055,1457.03552,2020.22791,461.876404,16.2005424,121.748444,18.5728073
