A12X,A12Y,B12X,B12Y,C12X,C12Y,D12X,D12Y,E12X,E12Y,F12X,F12Y,G12X,G12Y,H12X,H12Y
891.387451,5244.73193,1129.54382,7044.48242,1212.58496,6013.64355,1794.8866,4301.72705,1358.44946,4476.33252,463.008881,10.90765,457.143799,39.601326,75.8528748,29.3493271
949.060913,5006.40869,1010.1676,6129.21729,1101.3269,6004.53613,1162.15942,5755.93701,1571.3811,4003.85864,328.409668,15.7952309,224.506851,51.3195992,71.1679459,22.2682953
1093.61414,6329.48877,938.86853,4169.89307,1260.42371,3947.78247,1417.12427,4695.42725,1424.94446,5343.53271,353.252899,18.8231468,723.469238,41.0318375,60.9636307,7.86781311
936.62738,5278.03906,922.89447,5662.53662,1240.73022,6192.63672,1742.12451,4925.07227,1299.44092,604.248047,451.707825,42.5100327,271.010406,31.9242477,60.2722168,29.2062759
1034.05713,5087.23242,907.230347,5395.6626,1181.26868,3897.7981,1299.70313,5379.43848,1742.97095,3985.79834,1406.16895,919.771179,367.236145,35.4290009,62.930584,15.938282
938.439392,6100.04688,1049.60205,6348.22852,1030.68347,5886.17334,1840.60339,5103.50488,1529.89624,788.247559,414.097321,6.83069229,225.269791,30.1599503,61.08284,44.7154045
1003.32501,5423.41455,1001.2865,5724.59717,1378.56006,4967.22461,1245.66553,5916.42871,1117.33679,803.315613,1098.23938,734.972961,250.804428,18.6800957,43.8570976,29.7188759
980.496399,5877.56641,951.647766,5354.13037,1228.85706,6154.96631,1370.84717,4575.07373,1524.74646,3450.07178,255.787369,21.7437744,640.928772,56.3383102,51.2599945,30.6606293
916.302185,5963.96924,793.23053,4410.39795,1087.22449,5060.41064,1394.55798,4132.60449,1308.67957,1096.6062,243.520737,30.9109688,737.202148,50.163269,68.2830811,19.9437141
1093.1969,6595.17041,1026.51123,5914.59277,1099.75342,6189.83496,1695.0011,4889.19043,1732.02759,3830.3374,545.263306,39.6370888,174.629684,22.1014023,65.8869781,24.497509
842.785828,4742.83691,1138.19836,5951.96484,1106.17871,6660.75928,1299.46472,5229.11572,1353.37109,5041.79004,899.31488,244.77243,120.306015,22.7212906,64.5637512,19.5503235
726.866699,4287.98193,1004.97009,5846.39307,1232.05188,5223.29785,1506.12598,4881.62061,1548.60022,4977.29785,421.416748,28.2645226,197.899338,21.5053558,80.1324844,18.3582306
812.852356,4187.97754,1046.9436,7272.39844,970.959656,5957.09082,1456.66602,5286.12158,1270.93787,1128.48279,280.225281,21.1834908,157.845016,20.0033188,72.2765961,41.2464142
829.99469,4979.02637,821.220886,5053.73486,1095.43799,5854.4873,1342.45154,5281.8418,1087.21252,711.965576,332.951538,15.6402588,131.547455,17.9171562,56.1475754,15.604496
956.881042,5686.97461,1094.98499,5608.64209,1246.85767,5970.37061,59.1278076,7.11679459,905.311096,763.08252,227.975845,35.9416008,123.393539,6.48498535,33.0805779,6.03199005
846.111755,5599.91602,1137.25659,5661.04639,1023.14948,5327.26025,1499.35486,4696.40479,1126.2179,746.226318,221.478943,55.4919243,155.639648,18.8112259,68.7599182,4.02927399
871.241089,4754.44775,890.839111,6218.08789,1375.7229,4908.59766,1260.63818,4316.604,1607.83533,4749.54834,234.949585,27.7400017,170.707703,15.6283379,54.0614128,29.9572945
1024.50842,4779.39844,977.242004,4685.42578,964.403137,4582.66748,1261.99719,6659.2334,1733.23157,3966.62939,193.047516,28.3837318,368.988525,20.2059746,94.6044922,19.2642212
1220.45276,4985.03467,1021.11102,2514.13574,1193.94067,5884.82617,1638.98462,5351.2334,2080.52393,2309.34619,289.094452,19.800663,243.937973,21.6126442,61.1662865,34.4395638
1006.13831,6190.80078,1113.17639,5660.81982,976.037964,5197.87061,1288.3783,5319.22559,1739.77612,2629.66162,1807.88037,3177.60718,143.015381,17.6668167,75.4952393,23.651123
924.75415,4855.04883,1064.7655,5424.70215,1099.58643,5390.72754,1170.20605,4448.80713,1129.81799,301.22995,280.451782,11.3964081,160.801407,26.345253,74.9945679,5.50746918
830.769531,4908.6333,1055.57446,5515.59912,1113.8678,6024.69434,1498.04358,4826.8916,1657.50977,2770.17358,283.360474,34.8091125,540.280334,39.3152237,66.9240952,29.7307968
838.482361,4851.1626,1219.45142,5986.82178,1037.56189,5628.22803,1003.57532,2072.66797,1945.84131,3273.86865,1185.70325,514.447693,339.353088,27.2274017,72.3957977,9.11951065
1024.05542,6145.82324,1043.46277,5425.73926,1585.72192,3324.48486,1913.23755,4400.01465,1695.70447,3637.02783,295.722473,34.6541405,504.195679,48.5420227,63.252449,25.6180763
891.208618,5525.42188,985.562805,4438.62695,1456.12952,5324.16113,1362.63367,4030.65674,1520.63367,2834.18896,324.833405,21.2430954,674.450378,56.3263893,58.5198402,20.0986862
944.149475,5500.56689,949.239746,6373.75098,1007.99799,4613.56641,1717.62708,4170.76367,1679.36084,4539.03662,325.381744,13.8878822,136.113159,6.37769699,71.8951263,23.4007835
1059.78247,5428.89844,1064.6582,5129.63525,1296.15063,6380.90381,1992.35681,5225.62256,607.335571,65.2432404,369.262695,20.1582909,303.137299,31.9838524,73.468689,30.6606293
936.877747,6097.49561,926.554199,4629.12305,1153.91016,5430.13818,1727.06848,4725.93311,1232.33789,790.703308,310.242188,38.087368,161.23056,10.4784966,64.3372498,13.8163567
1181.51904,6042.31348,951.743103,4509.13916,1331.00745,5937.09961,1351.40417,5917.94238,836.062439,84.7816467,170.409683,9.46521759,363.504883,20.4324722,82.6358795,16.5820122
1074.86243,4983.9375,824.463379,5568.14648,1279.0918,4831.39746,1711.76196,5244.98242,1730.16785,5578.85156,1578.62903,1155.97253,126.302246,18.3224678,67.6870346,34.0223312
838.243958,4597.72363,1061.14148,3376.00708,962.865356,4453.13477,1387.67957,5375.6001,1051.70007,1120.25732,1659.34558,1575.12427,644.052002,52.6547432,80.2516937,31.9719315
920.605652,6608.85596,1051.41406,5150.93799,1233.43469,6028.37793,1618.77869,5589.65186,1574.48059,3590.04736,1021.15869,353.300568,364.828125,46.8015671,75.9363174,31.1851501
991.702087,4549.71777,1111.48352,5560.91064,943.255432,5774.84375,1347.3988,5650.5083,1536.28589,4976.46338,1796.03101,2748.32251,498.282898,31.0897827,70.7268677,10.8480453
1580.09534,2773.51147,934.60083,5283.7373,1147.65161,5176.92578,1435.49438,5206.97852,1906.18042,4839.00293,254.702576,18.966198,354.623779,35.8462334,55.3250313,14.8057938
893.4021,5579.51904,941.860657,6339.43066,1044.52368,5078.2085,1543.80798,5074.75146,769.48407,155.425079,709.223755,59.9741936,528.991211,24.497509,59.7834587,16.0455704
1053.23792,6135.6543,1078.20032,5457.49658,1047.5874,5606.62744,1237.11829,5626.78564,1182.34155,509.464752,163.567062,12.0282173,458.753113,48.0532646,61.583519,19.9317932
899.934753,5395.8418,1132.50012,5045.55713,910.425171,4913.46143,1470.04126,4993.74854,1528.58496,4400.36035,486.409668,26.0353088,452.470764,32.222271,77.009201,8.20159912
868.880737,5273.77148,922.203064,5969,1303.25562,4982.70996,1250.49353,5675.99512,1413.47644,1559.78198,269.877899,13.9951706,325.834747,25.7968903,61.0470772,15.0084496
908.732422,4375.86328,940.668579,4816.63965,1073.01477,4995.6084,1682.49609,4670.20264,1625.35901,4870.66504,1113.51013,753.95105,430.607788,44.798851,77.1880188,33.7481499
1002.03754,5075.66943,1026.45154,5520.78467,1135.07507,4997.51563,1117.22949,5100.17871,930.929199,214.564804,182.831284,5.75780869,431.227692,29.6592712,64.3849335,13.3991241
1044.17798,5121.875,975.775696,5683.20752,1311.11145,5708.86133,1623.52319,5055.29639,1113.3075,610.983398,231.254105,12.7911568,175.178055,15.1872635,85.6518707,14.8177147
980.460632,5849.37354,1070.80933,5868.4707,1113.59363,654.208679,1366.34106,4666.88867,1424.02649,1494.8606,519.609436,31.1732292,243.175034,10.1089478,64.4803009,244.688995
816.941284,6320.01172,983.774658,4447.90137,1058.53076,6444.41846,1308.28613,5583.57227,1118.55273,524.151306,253.534317,27.8830528,189.816956,23.7226486,62.2749329,13.9594078
966.536987,5808.94971,879.538086,6210.43457,919.544678,5902.30225,1271.84387,318.551056,1656.91382,2687.64502,685.155396,31.3043594,343.73999,26.2737274,72.9084015,30.9228897
1056.62341,5615.12695,1119.19641,5533.46875,996.530029,5121.99414,1360.14221,4982.86475,1806.44995,4009.59253,360.047821,21.3742256,243.830688,189.876556,59.735775,2.46763229
902.581238,4273.16406,987.660889,5406.55859,1052.01001,5094.21826,1553.70239,4203.0332,1234.43604,1055.5387,1033.93799,226.128098,499.129303,39.6847725,73.0395355,4.17232513
965.952881,5777.77637,1219.79712,5121.73193,1104.05688,5720.23389,1329.21936,5624.47314,1028.29932,285.518158,620.639343,16.0336494,471.055511,46.8373299,68.0327454,18.465519
913.9776,4656.07666,964.069336,1546.35901,1060.43811,6128.32324,1501.09534,4383.96924,1281.40454,1038.2771,1441.9198,1612.30566,133.788589,34.6183777,71.4540482,16.8800354
816.833984,4353.5708,884.890564,4435.32471,1191.41345,5419.15918,1488.2207,4102.88574,1244.39001,328.433502,1266.49146,1007.42578,485.65863,51.0692596,77.3668289,32.3176384
908.899292,4827.18945,982.654114,5766.84473,1108.15759,6090.10449,2420.10352,387.024872,1567.07764,4738.11621,147.819519,18.6681747,164.818756,44.1074371,116.348267,20.5516815
807.321045,5949.16357,939.333435,5477.77393,1047.9093,5530.52441,1459.76538,4275.10742,1614.88062,3219.60449,1021.08716,383.985046,108.158585,42.2000885,75.173378,24.3782997
960.266602,5955.70801,405.681122,968.170166,1150.27429,5550.77783,1318.69312,5362.17676,1457.7627,4866.39746,742.840759,79.5602798,197.863586,12.8507614,67.7704773,17.4760818
1009.24969,4919.09961,947.022461,5310.28516,1090.00208,5808.74658,1261.98535,5473.26807,1645.99414,2393.3291,741.624817,39.0529633,531.744934,12.3023987,45.6809998,20.8377838
995.826721,5396.6167,963.616394,5794.21533,1000.53546,5608.41553,1353.7168,4987.29932,1601.73181,2449.33374,426.709656,18.3343887,730.156921,37.8251076,64.4803009,14.4004822
1078.45068,5628.58594,1068.29407,6244.34961,1181.82898,5448.21045,1361.93042,4644.50098,5.09023666,551.509888,453.126434,33.3428383,138.902664,30.1718712,63.7769699,32.7706337
737.094849,3321.44507,975.859192,5786.77637,1103.68726,4630.06494,1514.43481,4078.65039,1864.55249,4783.73779,259.92395,22.2206116,454.485413,26.8220901,69.3202057,41.8782234
990.46228,5960.83398,978.779785,5602.09766,1281.24951,6450.9751,1533.69897,4694.55713,1507.83057,1866.20947,211.703781,25.2485275,137.150284,23.8180161,67.0194626,9.35792923
977.897644,5931.36572,819.623474,4557.56201,1074.71948,5443.33447,1555.34741,4772.19824,1295.61426,1147.86621,234.806534,21.481514,138.700012,25.7134438,68.2473145,33.9746475
923.991211,4293.3584,1040.16064,5387.3418,1235.92615,3017.55664,1436.41235,4851.79443,1130.95044,333.046906,334.620483,22.4113464,381.290924,21.8033791,70.9295273,34.0819359
1030.01599,5347.53809,1064.7655,5189.13281,1048.19531,5660.33105,1450.479,5265.30762,1654.35071,2037.35828,633.704651,56.3621521,193.977356,46.2055206,75.0184021,25.7730484
1206.14771,5005.93164,926.280029,5923.08057,1110.1604,5279.08789,1479.4707,5299.87793,935.471069,592.935059,434.494019,21.5888023,308.525574,42.7126884,77.6886902,30.1718712
1207.88818,4154.41992,1082.24158,5120.26563,1201.72498,5911.21924,1333.57043,5064.16553,1130.35437,492.894653,224.256516,19.5384026,125.563141,15.0918961,78.3562622,44.298172
1063.39453,4962.07471,1083.86279,6019.13916,1191.43726,3887.73682,1258.0752,5065.98926,1489.28162,958.859924,280.296814,22.0060349,494.873535,16.7965889,70.1785126,34.8806381
888.192627,1986.22937,1043.86804,4588.91406,1070.40405,5525.63672,1542.52051,5251.78906,1111.80542,454.819214,354.02774,15.5210495,226.259232,13.7686729,63.0617142,15.3660774
971.567627,6510.96094,997.328735,5283.9043,1123.40454,4945.12305,1418.17334,4576.0752,1622.56958,4408.87207,1244.97412,1339.18518,376.832489,42.4742699,67.2578812,28.8367271
999.748718,4940.54541,922.799133,5795.95557,1148.10461,6991.13623,1718.96216,4681.39648,1381.11108,5101.0249,235.176086,18.787384,412.786011,88.7751617,64.9333038,27.7996063
801.897034,5437.71973,1066.06482,3439.72437,1020.14539,5681.32422,1516.18713,3147.75708,1586.16309,5142.31934,188.016891,34.224987,181.972977,7.41481781,76.5323639,6.15119934
1011.14514,5590.2959,963.270691,6137.34717,65.3028488,54.3832779,1261.04358,5623.38818,1301.45544,649.154175,285.696991,29.7188759,691.616516,97.1794128,67.5320587,48.0771065
881.540771,6404.41162,1014.61414,5609.10693,1177.13208,6072.5332,1291.72803,5344.22412,848.352905,271.785248,209.617615,110.292435,219.380859,21.8749046,65.4339752,18.8350677
841.283813,5315.37549,1087.06946,5380.88086,1734.91235,4178.1665,1193.85718,5598.48535,1598.68005,3686.98828,251.102448,27.525425,201.82132,32.3414803,68.5095825,32.544136
949.549683,6094.78955,988.125793,5744.25439,1250.18359,5983.36475,1588.67834,4501.77197,1380.52698,1361.60852,1146.36426,741.863281,559.747192,61.7623329,62.930584,27.9903412
873.374939,5539.94189,859.010193,4811.62061,1053.85779,5507.42139,1399.05212,4220.77197,1619.9469,1446.89087,219.309326,35.6078148,176.27478,31.4116478,53.3461571,25.6299973
905.716431,5505.2876,903.153442,5740.95264,1234.26917,4917.51416,1421.7854,5993.6167,1652.74146,4451.69189,265.312195,20.468235,167.894363,33.7600708,59.5450401,26.6432762
1002.82428,5482.56641,818.586365,4052.51978,1020.89642,5583.64404,1344.50195,4907.33398,1847.14795,3356.64746,353.3125,27.8115273,163.590912,33.8435173,61.0947609,23.0908394
1014.51874,6472.27783,1123.2019,5003.52393,1183.06873,5593.27588,1836.77673,3680.13379,1546.49023,4320.00146,216.829773,26.7982483,204.718109,26.6671181,83.0173492,16.0932541
921.344727,5690.70557,1067.98413,4717.31445,1000.29706,5620.90869,1588.2373,4518.23486,932.335876,1413.90564,351.786621,40.769577,128.853317,31.6739082,77.6052475,35.4290009
957.620117,5977.12988,1077.02014,5486.70313,11.4917755,33.3786011,1494.49109,3985.58374,1121.66406,540.578369,486.791138,30.1122665,257.13443,51.5937805,64.4564667,33.6647034
1051.4856,4685.29443,1342.58276,5051.45801,1043.72498,5647.38525,1720.02319,3178.02441,1700.604,2943.81372,645.446777,38.766861,510.871399,28.8486481,50.342083,24.6524811
1251.76904,4413.84326,1190.84119,4246.69971,1079.10632,6318.78369,1293.98108,5136.8833,1379.07263,1579.49927,813.233826,193.345551,276.792053,36.5257263,68.0565796,41.1391258
740.230103,5049.09766,1154.97107,5678.58203,1227.24768,6034.97021,1463.41321,3659.7251,1165.68799,977.683044,274.562836,17.8456306,318.646423,22.9239464,59.4139099,34.3084335
954.437256,1220.94153,1131.26038,5708.56348,1256.21558,5058.01416,1278.26929,5221.10449,1557.85083,4386.21045,680.053223,42.3789024,654.005981,58.0072403,45.6213951,17.7979469
1275.4679,2569.1748,981.080505,4884.07617,1010.93054,5529.88037,1383.99597,4872.70361,978.016846,78.2012939,362.193573,39.1602516,194.406509,32.4606895,68.2115555,7.7009201
773.847107,4367.30371,1075.30359,4070.37744,1121.23486,6524.19336,1454.5321,4568.58887,489.091858,1172.44727,368.678558,40.1377678,405.645386,28.3837318,74.3865967,23.2934952
913.679626,6044.04199,926.721069,6153.21387,1193.67834,5873.76367,1599.53833,4845.08252,1665.83057,4535.83008,1164.35291,744.724243,133.180618,28.9797783,64.4326172,14.257431
888.741028,4955.70898,1222.38403,8168.70947,1069.02124,5606.87793,1631.70105,4167.56885,1035.82141,206.053253,236.928467,10.5857849,119.256973,13.1011009,63.3835793,7.29560852
950.121887,4741.64502,1222.67004,4520.55908,1120.00708,5609.73877,1005.64954,5010.62891,1437.58057,5218.55371,257.802002,8.21352005,251.114365,22.4113464,80.0967255,63.6577606
921.332825,6114.41113,980.246094,4497.54004,1111.74585,4986.33398,1581.72852,4684.07861,1544.69019,2040.6842,499.141205,112.009048,313.305847,37.5628471,53.5726547,23.6272812
1001.0719,5808.38916,1077.47314,5834.99658,1134.72937,5414.30713,1774.85938,4524.86279,1415.77722,2472.30518,302.100189,27.5015831,109.386444,22.0537186,61.3570213,19.8245049
1024.13892,5098.09277,1009.04706,5877.78076,979.089722,5530.97705,1696.78931,4639.42285,1495.05139,4897.1416,351.333618,9.77516174,743.746765,53.6203384,55.6707382,17.2019005
823.21167,5403.2085,955.581665,5707.51416,1296.79443,6031.19141,1453.31616,4271.65039,1638.82971,4376.37549,449.323669,37.4317169,408.697144,21.7199326,64.2299652,20.2655792
938.987732,3833.18652,1004.44556,6335.0918,1329.4458,6379.30615,1846.77844,3353.04736,1572.10828,1518.76208,621.163818,36.9310379,265.109528,49.6268272,74.9707184,21.7199326
1045.98999,5330.72949,933.003418,5219.03027,986.528381,6431.05518,1317.91833,6527.62646,1419.53235,2115.35693,367.748749,26.0472298,104.427338,19.6695328,79.369545,28.6102295
979.876526,4705.69141,939.73877,5232.38184,994.169739,5956.24463,1673.45996,3179.55029,1163.02966,413.858887,365.805634,20.5755234,180.828568,35.7270241,66.7214355,48.9354134
848.329041,5561.61426,884.21106,8339.53613,1262.25952,5370.29492,2025.85461,3253.45996,1611.92419,2630.03101,1406.49084,658.547852,195.980072,20.3609467,73.9455261,9.36985016
880.587097,5958.86719,1029.75366,5895.51904,1065.80261,5568.24219,1833.91577,5320.23926,1348.32861,1190.09021,1264.82251,667.929626,181.28157,34.6660614,63.1690025,26.2498856
1018.77454,5233.49023,1416.6593,3162.15747,993.669006,2774.73926,1238.10767,4887.42578,1447.51074,2536.27295,211.977966,38.8860703,706.326965,234.7827,63.8008118,33.7719917
1057.48181,5659.75928,979.638123,5644.22607,1072.06104,5699.8252,1410.84192,6141.98438,844.00177,88.7751617,233.864777,20.813942,288.677216,46.9326973,63.4670258,13.589859
937.235352,5459.92871,960.361938,4850.11328,1439.02307,4341.13721,1920.83118,4572.62988,1673.73413,2579.23608,1245.61792,1003.80182,298.035156,37.4555588,60.9755516,21.9225883
857.925415,6130.92188,1073.87305,6030.73828,1155.448,5178.42773,1203.84692,6174.73145,1394.29565,4155.01611,1083.70776,575.208679,113.248825,50.5805016,75.5667725,21.3503838
1068.79468,6507.2417,1069.91528,5916.53564,1283.69336,4624.95068,1386.67822,6217.63477,1490.65259,4098.89209,339.74646,5.98430634,452.113159,62.7279282,59.2827797,36.8952751
858.342651,5170.40479,955.486328,6179.60693,1077.59241,6675.06445,1544.22522,4899.77588,1195.09692,718.8797,293.827057,24.9624252,199.341766,41.5205956,79.4768372,19.1688538
1085.26941,5910.27734,1050.61536,5649.44727,1084.64954,6338.69189,1915.87207,4043.37646,1695.19189,4588.15088,268.983826,26.7267227,150.239471,48.8877296,62.2987747,16.951561
746.226318,4539.82373,1029.80139,5284.14258,1140.90442,5904.9248,1518.01111,5425.9541,756.526001,148.677826,424.253937,22.2206116,204.896927,55.4919243,66.9121704,11.7897987
959.76593,4568.70801,960.254639,5251.07373,1066.18408,5420.69678,1040.35144,4196.95361,1040.60168,593.578796,328.302368,18.954277,240.600113,49.9248505,99.0629196,27.5731087
950.646423,5586.58838,1014.2088,4948.3418,1236.35535,4764.39014,1283.53833,6013.09521,1329.73193,1257.37195,1661.99207,2180.80273,159.47818,45.0611115,46.2055206,5.1856041
999.605652,4147.61328,918.5672,4908.85986,1499.53369,4771.94775,1509.24927,5017.32813,1371.57446,1520.26416,1229.89417,350.785248,515.770935,64.7664032,68.0446625,27.1201134
948.190674,5486.75049,1048.40991,6340.62305,1194.98962,6084.64502,1657.21179,4037.16553,1513.12354,4213.52393,616.252441,66.9956207,156.927109,22.4232674,64.1345978,12.3023987
72.0262527,17.5952911,826.382629,5240.0708,1175.85657,5076.1582,1166.53442,6383.58594,1717.90125,4946.52979,379.145142,34.4276428,119.543076,20.2178955,55.205822,26.0829926
845.730286,5239.37939,878.143311,5333.9126,1023.84088,5681.82471,1407.21802,2564.48975,1349.46106,1369.36902,259.494781,36.3111496,254.869461,21.5172768,48.5539436,19.0496445
920.367249,6404.57861,1004.71973,6171.03564,1074.68372,6105.17285,1617.41968,5619.83594,1789.45068,5161.82178,307.19043,29.2778015,385.570526,20.0986862,79.5245209,25.6299973
924.110413,4429.8291,864.207764,5970.03711,984.656799,5243.25391,1397.39514,5032.53955,1252.28162,1031.95911,518.572327,13.7686729,213.599213,25.3558159,62.3822212,50.9858131
1054.16772,4247.71289,1108.41992,6251.43066,993.323303,4600.90625,1703.04773,3687.91821,1721.71594,5058.40771,992.083557,286.865234,152.06337,20.3251839,68.7122345,18.453598
821.137451,4924.72656,963.520996,5017.69775,955.975037,3265.7981,1081.74084,5684.75732,1602.14905,3784.9187,1527.65515,2294.89795,311.815735,19.7291374,75.1137695,25.1293182
1044.10645,5283.79688,60.5463982,38.8383865,1220.67932,6440.53223,1639.50916,4987.53809,1818.23975,3446.98438,284.993652,19.5145607,237.095352,35.4170799,76.8899918,15.1753426
950.407959,6222.30762,1162.52905,6428.98096,1067.9364,4844.42725,1786.41077,4663.27686,1578.08069,4032.93359,297.61792,44.7273254,315.916534,24.1875648,62.6087189,25.9757042
779.724121,5460.23828,998.651978,4841.84033,1104.47412,5719.3042,1237.20166,5235.82715,1532.06592,3330.17114,748.503235,44.465065,128.781799,37.3125076,77.545639,21.8868256
836.312744,4967.83252,854.933289,2028.98975,1223.15881,5916.73828,1582.7179,5117.27344,1529.92004,1167.1781,1084.13696,708.878052,465.822205,32.556057,63.26437,17.9886818
814.2948,4599.49951,940.775879,4689.31201,998.175171,5171.34668,1267.1709,5389.91699,1006.40057,405.657288,273.752197,26.345253,134.205811,16.8442726,71.3586807,18.4893608
942.611694,5082.14258,1150.00012,5149.49561,1060.29517,5584.43066,1230.1803,4724.51465,1428.25842,4945.02783,1506.67432,1761.8418,620.043274,50.7354736,59.4973564,23.0669975
828.516479,4946.08887,976.789001,5653.81055,996.351257,5568.4209,60.8325005,24.1994858,1221.09656,647.21106,275.576111,14.0666962,467.967987,19.0019608,66.781044,5.67436218
1086.85498,5978.27441,1119.08911,6291.72314,1158.71436,6120.0498,1764.33325,4946.12451,1871.24011,4609.33447,201.725952,48.1843948,238.490112,29.7904015,70.4407654,47.3976135
1321.05347,4814.9707,1011.20471,5145.99072,1202.14221,4933.92969,1563.65637,5527.22217,1787.0188,3102.37402,1082.03882,113.403793,417.995453,13.0176544,78.8211823,25.8088112
1140.78516,4827.29688,986.170776,5747.91455,1227.42651,5541.396,1663.1842,5236.51855,1735.34155,3827.64331,441.896912,5.71012497,147.640701,36.4899635,73.4210052,12.2308731
891.113281,6300.49707,1299.67932,5858.76709,1106.58411,5598.72412,1297.12817,4526.88916,1131.04578,1116.41882,228.726868,23.0669975,391.44754,19.9198723,67.448616,14.2812729
920.97522,2045.22607,922.048096,5475.66406,1041.65076,6187.93945,1639.15161,6278.71729,965.094543,164.330002,234.186646,24.7240067,315.153595,39.5894051,70.3692474,29.8857689
995.576355,5157.16064,1050.61536,5860.49561,1098.44214,4672.38428,1715.73157,4292.73828,1294.10034,3088.76025,235.021118,22.0775604,466.048706,28.014183,57.9118729,16.3316727
971.901428,6914.88965,1002.27594,5835.05615,1087.71326,5910.11035,1164.65088,5936.89697,1055.4552,619.792969,513.50592,36.0131264,241.374969,48.9354134,52.022934,27.9068947
