,All Mutations,LO 7,LO 6,LO 5,LO 4,LO 3,LO 2,LO 1,LO 0
36,2.318664416,1.24665949,1.412032737,3.189493466,1.078938682,4.456500947,2.619941495,5.437952658,5.7347117
37,1.78893683,1.064723065,-0.239081364,2.154084994,2.193212409,0.915669172,2.96922893,-0.009886433,5.426159215
38,2.772795857,4.038294224,2.222007574,1.179585115,2.573819103,3.25206105,2.851888238,5.086404902,4.928557905
39,-1.332355571,-1.811600641,-4.854191265,-1.765761906,-4.398948545,-1.758898424,-2.165290963,-1.298910533,-1.775696713
40,1.189181586,2.52308716,-0.932212344,1.309732193,1.283107662,2.792984617,2.237139398,0.834338506,6.077059865
41,0.016377621,0.60276637,-2.458909919,0.68734038,0.545434237,2.45792179,0.668943783,-0.463885799,4.412043331
42,3.103718227,5.090208564,1.335173797,4.766799483,2.877970399,4.946392576,4.545939222,3.623682585,3.446040681
43,2.331825754,3.359185884,1.738615607,2.636407346,1.851850213,3.80284054,2.580364434,4.673264649,5.664060653
44,0.626254632,1.127122866,-1.184397655,0.23273948,-0.365191126,0.380235879,0.678463281,2.636165767,0.783945024
45,1.084869622,1.158673561,-2.157765653,1.682649674,1.406014953,2.776409163,1.653659242,1.247810359,3.416987164
46,2.634532337,3.725113769,-0.744776186,3.28367259,0.831526271,3.610867891,2.664732612,4.084322916,5.228220747
47,0.533636081,-0.486560705,-2.040384116,1.746802065,-1.557128005,0.742587229,1.228163049,1.592626775,1.325269676
48,2.221181721,2.155700265,-0.667087058,1.557503111,3.575978839,3.656500996,3.022468133,4.858531713,6.105206174
49,0.858370972,2.29633466,-0.937172622,2.326581995,1.047223616,2.436518187,2.628009217,1.003913126,-0.24982027
50,0.306098563,0.197467666,-2.673270837,0.505676441,-0.681029432,0.209002213,1.084693684,-2.175337418,0.526006657
51,1.522814813,1.333129869,0.32925965,2.330475343,0.526061938,2.988109541,3.416020011,1.225383742,5.813764206
52,2.020628884,3.390483714,-1.192647897,2.396539534,3.125026657,3.143698922,2.593752585,3.861244618,2.804774429
53,-1.628179152,-0.510363141,-5.407696366,-1.400725663,-3.51939206,-1.114158522,-2.755223887,-1.788990567,-1.340267792
54,2.92296587,3.847225211,0.454175576,2.143563153,2.994473249,4.426328042,3.288617396,4.286066516,6.595138139
55,2.586472067,2.501696625,-0.564552568,2.913437656,3.304268013,4.793153875,2.489006697,4.187057782,5.749156251
56,0.491730296,1.449229937,-2.187107744,1.2050319,-1.910731006,1.493565497,1.285184453,-0.283368993,1.568491856
57,1.212401947,2.147279042,-1.603263501,0.476358135,-1.140057306,1.037696725,2.427944928,0.971411592,1.995419165
58,1.550059835,1.498912973,-1.462427183,2.659907504,1.802137982,4.526758969,2.137255433,2.016903513,1.446315057
59,1.425527908,2.045506678,-1.126115497,0.752621791,1.54197568,2.697829048,3.16162862,1.983077595,0.748895673
60,0.536997509,1.136008193,-1.856032673,1.025051783,0.947757563,2.757485792,2.58637961,0.238699909,1.253681199
61,1.094168228,1.50441305,-1.530437069,2.526959086,2.195129251,4.171193705,3.591846897,1.729943592,0.91657672
62,1.256308175,0.855242071,0.384128552,1.631865253,1.277283995,2.006566179,1.792555086,0.641040407,2.926893329
63,2.406993315,3.650900788,0.848437369,2.736788435,1.540292531,2.51370558,2.75920196,2.807124867,5.335791023
64,1.963636732,2.532918441,0.360100585,2.293233008,2.519242935,4.749986219,4.13086381,2.194077727,4.557846727
65,1.65564179,0.036811819,-0.170820398,2.018717557,0.263078969,5.195911533,1.661253073,3.857014985,2.817058254
66,1.287265931,1.32608143,0.90542409,2.262378947,-0.446651927,1.082862224,2.230465786,3.268962003,5.033507452
67,1.617188249,1.37685191,-1.953254128,1.516251313,-2.492645922,-1.630277695,2.39082177,4.788511318,1.486996091
68,0.843556461,1.394232386,-2.202871543,1.361428006,0.044921131,1.24769229,1.47224208,1.988591909,1.276258736
69,0.843945643,1.0028129,-1.476302715,1.607617094,0.160715269,2.659020389,0.749822934,1.537920489,2.935186173
70,0.23226519,0.154906872,-2.04097838,0.894345133,1.297415654,0.882685989,0.727755863,0.296240426,3.270806293
71,2.646955197,2.972658876,1.20059456,3.890121408,1.675324093,2.567476725,2.997006642,5.203874799,5.935109295
72,0.803088519,1.49496045,1.24226003,2.014169657,0.003420453,0.658857624,1.215135208,-0.430055303,3.172824499
73,2.8564233,2.017488095,-1.013512403,1.389690474,3.276053683,5.352826114,3.223705685,5.659092207,6.445165407
74,1.479963557,1.926669431,-1.366407274,1.244942473,0.704251071,2.749153873,2.751527674,3.517092329,3.187992102
75,0.003399912,1.347782881,-2.365419642,0.267305162,-0.02623327,2.363370536,1.49118562,1.352617397,2.658774593
76,1.364413197,0.988353635,-1.957774436,1.89904967,0.944523299,0.759975752,1.594506314,1.248417975,3.6828411
77,2.397819824,2.79791074,-2.355814447,1.655716998,3.125760864,4.176611519,2.068709858,3.980957663,5.100680164
78,0.886714519,-0.18727124,-3.373531642,1.44026922,1.263521811,2.290939163,-1.088778829,0.631654191,4.214165585
79,-0.673633715,-0.633772701,-3.470929375,-0.061054371,-0.103677816,-1.017420731,-0.96635611,-2.342282744,-0.379618266
80,1.060979794,1.968426885,-2.221675214,1.893380171,2.332571698,2.910378528,2.857090339,-0.138630403,1.8505569
81,0.106698765,1.300037124,-2.614060845,0.485457929,1.422744373,1.008193394,1.015554858,-0.655916632,0.605710748
82,0.386521285,0.589405099,0.191888115,0.645165487,1.774398901,1.913608217,1.314571742,1.842503455,1.095398608
83,0.904905538,1.193624183,0.17612031,0.260989365,1.245774688,2.919836426,1.441649964,3.158494279,3.044888867
84,-1.250162173,-1.781476203,-4.235475968,-1.789674165,-1.822567666,-0.639916034,-1.404945854,-1.503669128,-1.824386679
85,0.887884861,0.555433987,-2.31752143,1.477645748,1.999334204,1.603625107,1.994593785,0.859669802,5.149520289
86,2.601495642,4.706564797,0.308625675,4.730736981,4.743065072,5.748170181,5.016943915,5.126606693,4.21155593
87,1.221491106,0.839902002,-2.646394664,-1.155702984,0.799518795,1.830207479,1.495056415,3.373829395,1.995246754
88,1.538945007,0.855232683,-1.619056057,1.998174965,1.855164705,5.080514446,1.901160791,2.510285638,2.534341461
89,1.84616706,2.322114973,0.559567457,2.596479376,1.55986549,3.507731722,2.022418337,3.625546275,2.208291927
90,2.242426063,1.856340129,-0.95403548,2.123464259,-0.112722355,2.278617225,2.273613306,5.773617688,3.093397231
91,-0.737235526,-0.773220968,-3.274431648,-1.404357866,-1.122845878,0.201366285,0.035660961,-0.113873294,-0.216057162
92,-1.366775833,-2.301659104,-4.736955415,-1.767518513,-2.570813254,-0.671342317,-0.052522056,-1.116140279,-1.520452576
93,-1.526551838,-1.996458863,-5.102952173,-2.151168084,-1.921190597,-2.541517742,-1.280731028,-1.809805939,-0.748003467
94,-1.982794387,-2.40898146,-5.375432298,-2.233303146,-2.230320203,-2.283924978,-2.599059262,-2.010426958,-1.45631695
95,-2.05014996,-2.461029935,-5.471511286,-2.25281259,-4.670135731,-2.858029528,-1.232170896,-2.310554987,-2.327599584
96,-1.990171676,-1.565065669,-4.576651941,-2.233815089,-2.395267711,-0.101858376,-0.242083279,-2.215229231,-2.117424478
97,-1.68669883,-2.328765943,-3.681377976,-2.399359737,-2.039206561,0.00054624,-0.412702193,-2.315891859,-2.049357611
98,-1.186647549,-1.35024543,-3.914721801,-1.85365753,-2.315039107,-0.61802085,0.442110627,-0.872471915,1.872089849
99,-0.575516189,-1.519907265,-4.370456373,-1.288218086,-0.740843511,-1.367784914,-0.153180596,-1.211942819,-1.021555373
100,-1.288731943,-1.80029914,-5.019159285,-1.768881697,-1.703003094,-0.299257316,-1.974986789,-0.729927186,-1.068653725
101,-1.704532976,-1.692128503,-4.787777435,-1.876660852,-3.455142811,-1.770087047,-3.451784537,-1.403769029,1.167680503
102,-1.361481891,-1.50827455,-4.233278121,-1.459508373,-2.406363323,-1.336143986,-0.908500288,-2.021710014,-1.552045788
103,-2.313522819,-2.558263533,-5.774756954,-2.910347872,-3.332538046,-0.522271838,-1.567672112,-0.993906739,-1.871672186
104,-0.27682681,-0.98491951,-3.638604207,-1.108156711,-0.230238502,0.703330687,-0.39429112,-1.000808372,2.135808608
105,-0.764697685,-0.831339598,-3.25006887,-1.147172171,-0.760518844,-1.355452704,-0.17689723,-1.210246998,-0.839592947
106,-0.561773569,-1.832966669,-3.096736091,-0.706542106,-0.954105686,0.263965149,-2.39999872,-1.186582254,-1.249304234
107,-1.41649513,-0.944712308,-3.968992922,-1.243084569,-2.483677466,-1.712141481,-1.165465934,-1.81930942,-2.054131172
108,-0.685120118,-1.216115774,-3.494756409,-1.270810414,-0.944024653,-0.231211691,-2.975085471,-1.329489949,-1.206478105
109,-1.650978012,-2.090277341,-4.371243146,-1.727096296,-3.211991538,-1.076263477,-3.478305358,-1.822225797,-2.324857581
110,-0.701923614,-1.234143874,-4.428915123,-1.42967649,-1.404308459,-1.273225744,-0.403331742,-1.428112012,-1.255999499
111,-0.311402119,-1.836038571,-4.242186155,-1.161885639,-0.169603132,0.474647317,-0.427331745,-0.961861411,2.122063653
112,-2.755211755,-2.074878002,-6.267506418,-2.37784695,-2.872765992,-2.964290326,-2.888117187,-2.508849945,-2.644372391
113,-1.591172131,-2.114567981,-4.651860044,-2.186904753,-1.714704416,-0.176412159,-2.016854001,-1.970241311,-2.060917349
114,-1.690335911,-1.641328246,-4.340191994,-2.153164482,-2.477674719,-0.259111276,-0.329205133,-2.353180871,-2.164611383
115,-1.187683516,-2.301848502,-3.324353381,-0.93541771,-2.022605105,-1.195920311,-0.529556734,-2.077735243,-1.468431702
116,-0.465498118,-0.657626801,-3.480436836,-1.273010186,-0.445590959,-1.508720358,-0.228188277,-1.33245335,-0.97219651
117,-1.624086651,-1.832681993,-3.847875935,-2.334202692,-2.063747196,-0.367443961,-0.528232213,-2.277308783,-1.880343504
118,-1.334299511,-2.014790629,-4.5837903,-1.911921005,-3.861803307,-1.843226753,-0.697572866,-2.106773675,-1.527556563
119,-1.375751733,-1.353991985,-3.768142302,-2.008841125,-1.814207029,-2.638767048,-1.580589361,-1.735357285,-1.974327168
120,-2.362992736,-3.632296684,-4.828323127,-2.721030538,-2.515976299,-2.914913081,-2.65794334,-2.479918196,-2.873493611
121,-1.994616069,-2.997785533,-4.529196856,-2.276574298,-2.082278043,-2.787651849,-2.364098541,-2.668940089,-1.832211779
122,-1.545425389,-2.640608959,-3.521879915,-1.754092675,-2.169839407,-0.120405728,0.02435034,-2.293629836,-2.023494237
123,-2.498102875,-3.422785037,-5.873326516,-3.308991901,-2.99435378,-2.999665065,-2.989901876,-2.78979973,-3.065682054
124,-2.189307277,-2.22907475,-2.95864995,-2.535506113,-2.58069837,-2.706362744,-2.58115733,-2.762026925,-1.937579355
125,-1.241885975,-2.411507007,-3.781784951,-1.234203112,-2.19461985,-0.431506303,0.131843325,-0.849033667,-1.334067438
126,-1.800591516,-2.575104789,-5.568682206,-2.288850393,-4.334827933,-2.689692341,-0.942132701,-1.866752498,-1.872662479
127,-2.44131177,-3.558923887,-6.050056782,-3.24359669,-2.86209576,-2.769525019,-2.881208627,-2.541224087,-2.883812473
128,-1.217380127,-2.37033898,-4.701473335,-1.696201178,-1.823508146,-1.874509765,-0.03136145,-2.13486441,-1.653950372
129,-1.621895755,-2.27939275,-4.355907517,-2.234860114,-2.526844866,-0.163839414,-0.210272869,-2.493031152,-2.190322602
130,-2.242641661,-1.224541015,-5.46406154,-2.774589993,-2.404354909,-2.62137107,-2.684308032,-2.620309932,-2.790429436
131,-2.233647785,-2.758749829,-5.107229388,-2.439435403,-2.535976216,-2.482671244,-2.678718314,-2.124610731,-1.590276903
132,-1.637251301,-2.501848406,-4.615238437,-2.243860835,-2.432152024,-0.238267863,-0.257606969,-2.392209242,-2.038627896
133,-2.869820939,-2.735566189,-6.089853614,-3.311519042,-2.970404052,-2.924793195,-2.885610441,-2.542359897,-2.99046934
134,-0.665745536,-1.638531781,-4.483883174,-1.08894891,-0.765402039,0.432933351,-1.039467386,-1.399513513,1.677077602
135,-1.419069459,-1.936130616,-4.203268289,-1.910644556,-2.103165026,-0.097717879,0.37217173,-1.777970462,1.495585782
136,-2.178368301,-2.664867332,-4.547126037,-2.315404144,-2.716932442,-0.629670257,-0.461082096,-2.607968009,-2.27908802
137,-0.890627107,-2.034724649,-4.279841064,-1.796509247,-1.842152105,-1.734827066,-0.450347256,-0.934571354,-1.70951222
138,-1.491395019,-2.47401379,-4.348614415,-2.345405293,-2.653488925,-0.83598375,-0.785546814,-1.748615494,-2.048246515
139,-2.265902096,-1.221072049,-5.122064957,-1.999989955,-3.900761743,-2.417752751,-0.678526537,-1.140730889,-1.723744313
140,-1.187276348,-1.400630868,-1.596225056,-1.191891367,-1.198902465,-1.263051388,-0.993770977,-1.478692603,-0.213658747
141,-2.482344547,-2.734073556,-6.276337201,-2.81071812,-2.729148791,-2.748609603,-2.895609749,-2.712758664,-2.776067913
142,-2.2697392,-2.588764566,-3.961837519,-2.541304354,-3.891068714,0.614401143,-4.547085905,-1.808239754,-1.552772212
143,-1.324637585,-2.439472532,-4.408164329,-2.064314831,-4.1616169,-1.21726044,-1.60716841,0.078512579,-1.241493523
144,-1.79672479,-2.488895573,-4.57011122,-2.122952173,-2.56413579,-0.283224439,0.013972173,-2.296333056,-1.940992633
145,-2.858357904,-2.588944945,-6.207023378,-2.659308979,-2.679830224,-2.539135691,-4.205861366,-2.697510745,-2.509569124
146,-2.712176303,-2.908185885,-3.235397625,-2.772772542,-3.222135894,-1.589666764,-1.99338254,-1.67754116,-2.400339402
147,-2.396444937,-1.835410559,-6.104464783,-2.541524256,-2.475510268,-2.49480252,-2.407576919,-2.319959749,-2.868037296
148,-1.873321485,-1.8745054,-5.22136237,-1.881413282,-4.129422884,-2.059292667,0.385295249,-1.72232104,-1.823789521
149,-2.368636831,-1.869415055,-5.630387841,-2.983939244,-2.557764404,-1.302261726,-1.691632001,-2.074900078,-2.739477796
150,-2.511471283,-2.603703269,-5.851262463,-2.578263385,-2.771317242,-0.823114621,-1.935464913,-1.792839556,-2.177799711
151,-2.211929938,-1.485692575,-6.171820462,-1.975411161,-1.935939989,-1.429017034,-0.044393524,-1.81619672,-2.205701435
152,-3.134600131,-3.038453475,-5.930697459,-3.355964976,-3.238656923,-3.264279408,-2.829260064,-2.820246646,-3.155383744
153,0.436951556,0.323652231,-2.985219251,1.097999361,0.660316186,1.374357367,0.602136094,-0.324393575,3.094679098
154,-1.624926909,-1.282810079,-3.79563485,-1.108696463,-1.61210797,-0.805594433,-1.734067521,-1.205298144,-1.197812966
155,-2.504374659,-3.236483227,-5.965706208,-3.303027479,-3.276781707,-2.781611269,-3.140023336,-2.686167165,-2.983147559
156,-1.747817836,-1.929206002,-5.636563153,-1.949729856,-4.639010549,-2.329173434,-1.113851894,-1.012241747,-1.346324842
157,-2.067723018,-2.536555876,-5.430785862,-2.270140926,-2.466694474,-2.123234528,-1.451881192,-2.68170617,-2.104480768
158,-1.990171676,-1.565065669,-4.576651941,-2.233815089,-2.395267711,-0.101858376,-0.242083279,-2.215229231,-2.117424478
159,-1.553131929,-2.371411686,-3.837767964,-2.061384948,-2.132078274,-1.127090614,-1.319223149,-1.546369321,-1.915506733
160,-1.655762043,-0.924779914,-4.503545662,-1.986761701,-2.896028479,-0.63565318,-1.545181377,-1.917302809,-1.637966189
161,1.84616706,2.322114973,0.559567457,2.596479376,1.55986549,3.507731722,2.022418337,3.625546275,2.208291927
162,-1.425001734,-1.852036483,-3.807687715,-2.120255633,-1.87594885,-1.233643894,-1.545490521,-0.712629597,0.129694211
163,3.050190954,4.975502928,0.155622897,2.746829397,4.621489802,5.122463494,4.419847628,3.068432503,7.795608867
164,0.430437677,2.291626727,-1.618528604,-0.285978341,0.623073232,0.230233763,-0.791184842,1.576167526,-1.122461866
165,-1.411042479,-2.443045186,-4.934016683,-2.745126991,-2.338460403,-1.066235211,-2.067334375,-1.386919085,-1.862051577
166,-1.538405964,-0.607525019,-3.915662675,-1.037950195,-1.288505695,-1.766856773,-1.832469629,-3.111940119,-1.492329638
167,-0.85210651,0.278141725,-3.771722507,-0.871013538,-3.033658047,-1.680431495,-0.857698694,-0.425302731,0.462562752
168,-3.164401009,-3.585995394,-6.125389308,-3.091066636,-3.499660591,-3.654878329,-3.596610886,-3.384750689,-3.081852079
169,-1.138256118,-1.167224619,-3.897915992,-1.765898123,-2.118179568,0.09789033,0.554539608,-0.267553129,2.034552443
170,-2.228447812,-2.554929358,-5.55753427,-2.622028918,-3.285046458,-2.643433631,-0.807358787,-2.388518023,-2.394921716
171,-1.800612375,-0.545783687,-4.8722889,-1.549355797,-2.958377159,-2.009876915,-1.307633291,-1.933845631,-2.0704142
172,-0.885770805,-1.86015237,-3.403081031,-1.472079871,-2.039501637,-1.208987599,0.714078794,2.3139391,-0.45483232
173,-1.935732142,-1.696680726,-4.775017852,-2.191551811,-1.827821286,-0.697117035,-1.914952348,-1.211345334,-1.859268297
174,0.083896086,1.198444116,0.665562888,0.912399383,-2.570881395,2.216077866,1.540611405,2.96561471,4.439168501
175,-1.459837384,-1.980683543,-4.817414381,-3.627202764,-1.705852696,-1.789162523,-1.850516657,-0.460789876,-1.772734614
176,-0.994687685,-1.490776659,-4.191864207,-1.688287335,-1.34899846,-1.671403185,-1.172184399,-1.36194884,-0.287646636
