name,VH Positive Charge,VH Negative Charge,VH HM,VH pI,VH Charged,VH Polar,VH Hydrophobic,VH Aromatic,VH Amphipathic,VH Atoms,VH Bond A,VH Bond D,VL Positive Charge,VL Negative Charge,VL HM,VL pI,VL Charged,VL Polar,VL Hydrophobic,VL Aromatic,VL Amphipathic,VL Atoms,VL Bond A,VL Bond D,CDR Positive Charge,CDR Negative Charge,CDR HM,CDR pI,CDR Charged,CDR Polar,CDR Hydrophobic,CDR Aromatic,CDR Amphipathic,CDR Atoms,CDR Bond A,CDR Bond D
ADI-14544,0.08264462809917356,0.06611570247933884,-0.31322314049586764,6.00909090909091,0.1487603305785124,0.30578512396694213,0.47107438016528924,0.10743801652892562,0.09917355371900827,3.5454545454545454,0.2975206611570248,0.2975206611570248,0.08333333333333333,0.09259259259259259,-0.4759259259259258,5.934259259259258,0.17592592592592593,0.3148148148148148,0.4722222222222222,0.07407407407407407,0.05555555555555555,3.4444444444444446,0.3055555555555556,0.26851851851851855,0.08571428571428572,0.1,-0.4200000000000001,5.854285714285713,0.18571428571428572,0.3142857142857143,0.4714285714285714,0.11428571428571428,0.07142857142857142,3.4857142857142858,0.32857142857142857,0.2857142857142857
ADI-14562,0.08130081300813008,0.08130081300813008,-0.27642276422764217,5.995121951219513,0.16260162601626016,0.2764227642276423,0.4878048780487805,0.11382113821138211,0.0975609756097561,3.5447154471544717,0.3333333333333333,0.2926829268292683,0.09345794392523364,0.08411214953271028,-0.6420560747663546,6.0355140186915905,0.17757009345794392,0.3364485981308411,0.42990654205607476,0.102803738317757,0.06542056074766354,3.663551401869159,0.3644859813084112,0.32710280373831774,0.08571428571428572,0.04285714285714286,-0.4857142857142857,6.108571428571426,0.12857142857142856,0.32857142857142857,0.4714285714285714,0.12857142857142856,0.08571428571428572,3.4857142857142858,0.34285714285714286,0.34285714285714286
ADI-15576,0.10236220472440945,0.05511811023622047,-0.4393700787401573,6.109448818897641,0.15748031496062992,0.31496062992125984,0.41732283464566927,0.15748031496062992,0.13385826771653545,3.8031496062992125,0.3543307086614173,0.3700787401574803,0.07272727272727272,0.07272727272727272,-0.5881818181818178,5.963636363636361,0.14545454545454545,0.37272727272727274,0.43636363636363634,0.07272727272727272,0.05454545454545454,3.3727272727272726,0.33636363636363636,0.3,0.08974358974358974,0.07692307692307693,-0.8474358974358978,5.980769230769227,0.16666666666666666,0.38461538461538464,0.3333333333333333,0.1794871794871795,0.1282051282051282,3.923076923076923,0.4358974358974359,0.38461538461538464
ADI-15603,0.0975609756097561,0.08943089430894309,-0.5048780487804877,6.047154471544714,0.18699186991869918,0.25203252032520324,0.4715447154471545,0.13008130081300814,0.12195121951219512,3.7560975609756095,0.3089430894308943,0.24390243902439024,0.07407407407407407,0.05555555555555555,-0.4629629629629626,6.071296296296297,0.12962962962962962,0.3425925925925926,0.46296296296296297,0.09259259259259259,0.07407407407407407,3.509259259259259,0.3425925925925926,0.3148148148148148,0.08450704225352113,0.09859154929577464,-0.5830985915492957,5.949295774647886,0.18309859154929578,0.29577464788732394,0.4225352112676056,0.15492957746478872,0.1267605633802817,3.732394366197183,0.4084507042253521,0.3380281690140845
ADI-15610,0.08870967741935484,0.07258064516129033,-0.5008064516129032,6.055645161290323,0.16129032258064516,0.3225806451612903,0.4274193548387097,0.10483870967741936,0.11290322580645161,3.596774193548387,0.3709677419354839,0.3467741935483871,0.07476635514018691,0.06542056074766354,-0.4962616822429903,6.009345794392523,0.14018691588785046,0.37383177570093457,0.4205607476635514,0.102803738317757,0.07476635514018691,3.6261682242990654,0.3925233644859813,0.3644859813084112,0.056338028169014086,0.014084507042253521,-0.40563380281690165,6.080281690140842,0.07042253521126761,0.39436619718309857,0.43661971830985913,0.1267605633802817,0.11267605633802817,3.619718309859155,0.38028169014084506,0.38028169014084506
ADI-15621,0.08064516129032258,0.08870967741935484,-0.49193548387096786,5.918548387096772,0.1693548387096774,0.33064516129032256,0.41935483870967744,0.13709677419354838,0.11290322580645161,3.806451612903226,0.3548387096774194,0.3225806451612903,0.07407407407407407,0.07407407407407407,-0.5768518518518511,6.015740740740741,0.14814814814814814,0.3611111111111111,0.4351851851851852,0.09259259259259259,0.05555555555555555,3.537037037037037,0.37962962962962965,0.32407407407407407,0.08333333333333333,0.06944444444444445,-0.6055555555555553,5.9902777777777745,0.1527777777777778,0.3333333333333333,0.4166666666666667,0.18055555555555555,0.1111111111111111,3.8194444444444446,0.3888888888888889,0.3472222222222222
ADI-15628,0.08870967741935484,0.08064516129032258,-0.41129032258064513,5.960483870967741,0.1693548387096774,0.29838709677419356,0.45161290322580644,0.13709677419354838,0.10483870967741936,3.7661290322580645,0.31451612903225806,0.28225806451612906,0.06363636363636363,0.05454545454545454,-0.38090909090909064,5.952727272727272,0.11818181818181818,0.38181818181818183,0.43636363636363634,0.1,0.07272727272727272,3.3363636363636364,0.38181818181818183,0.37272727272727274,0.08,0.10666666666666667,-0.5266666666666666,5.781333333333331,0.18666666666666668,0.3466666666666667,0.37333333333333335,0.18666666666666668,0.13333333333333333,3.8533333333333335,0.4666666666666667,0.41333333333333333
ADI-15631,0.1111111111111111,0.07936507936507936,-0.5214285714285715,6.028571428571429,0.19047619047619047,0.30952380952380953,0.42857142857142855,0.1349206349206349,0.11904761904761904,3.8015873015873014,0.3253968253968254,0.30952380952380953,0.07476635514018691,0.056074766355140186,-0.5046728971962612,6.050467289719626,0.1308411214953271,0.35514018691588783,0.45794392523364486,0.09345794392523364,0.056074766355140186,3.5700934579439254,0.308411214953271,0.2803738317757009,0.1095890410958904,0.0684931506849315,-0.5506849315068493,5.957534246575339,0.1780821917808219,0.3424657534246575,0.410958904109589,0.1643835616438356,0.136986301369863,3.904109589041096,0.3150684931506849,0.3287671232876712
ADI-15636,0.09016393442622951,0.09016393442622951,-0.43524590163934396,6.033606557377047,0.18032786885245902,0.27049180327868855,0.47540983606557374,0.09836065573770492,0.09836065573770492,3.5081967213114753,0.3360655737704918,0.28688524590163933,0.07476635514018691,0.056074766355140186,-0.3990654205607476,6.0233644859813085,0.1308411214953271,0.35514018691588783,0.45794392523364486,0.11214953271028037,0.056074766355140186,3.560747663551402,0.34579439252336447,0.3364485981308411,0.07246376811594203,0.028985507246376812,-0.34927536231884077,6.140579710144925,0.10144927536231885,0.30434782608695654,0.5362318840579711,0.10144927536231885,0.07246376811594203,3.391304347826087,0.2753623188405797,0.2608695652173913
ADI-15638,0.10833333333333334,0.075,-0.5633333333333331,6.073333333333332,0.18333333333333332,0.31666666666666665,0.43333333333333335,0.10833333333333334,0.1,3.5833333333333335,0.3416666666666667,0.31666666666666665,0.07207207207207207,0.06306306306306306,-0.498198198198198,5.984684684684683,0.13513513513513514,0.35135135135135137,0.45045045045045046,0.09009009009009009,0.07207207207207207,3.3783783783783785,0.3333333333333333,0.3063063063063063,0.1111111111111111,0.08333333333333333,-0.8569444444444443,5.95972222222222,0.19444444444444445,0.4166666666666667,0.3333333333333333,0.125,0.1111111111111111,3.625,0.4444444444444444,0.4166666666666667
ADI-15641,0.10256410256410256,0.08547008547008547,-0.523931623931624,6.037606837606837,0.18803418803418803,0.27350427350427353,0.4700854700854701,0.1111111111111111,0.09401709401709402,3.6837606837606836,0.28205128205128205,0.24786324786324787,0.08181818181818182,0.07272727272727272,-0.5036363636363635,5.924545454545455,0.15454545454545454,0.4090909090909091,0.39090909090909093,0.09090909090909091,0.07272727272727272,3.4,0.41818181818181815,0.4090909090909091,0.07352941176470588,0.1323529411764706,-0.6308823529411766,5.701470588235291,0.20588235294117646,0.3235294117647059,0.38235294117647056,0.14705882352941177,0.11764705882352941,3.5441176470588234,0.47058823529411764,0.39705882352941174
ADI-15652,0.08870967741935484,0.0967741935483871,-0.42822580645161284,5.913709677419353,0.18548387096774194,0.2903225806451613,0.4435483870967742,0.13709677419354838,0.10483870967741936,3.7903225806451615,0.33064516129032256,0.28225806451612906,0.06363636363636363,0.05454545454545454,-0.38999999999999974,5.945454545454544,0.11818181818181818,0.39090909090909093,0.42727272727272725,0.1,0.07272727272727272,3.3454545454545452,0.39090909090909093,0.38181818181818183,0.08,0.10666666666666667,-0.5266666666666666,5.781333333333331,0.18666666666666668,0.3466666666666667,0.37333333333333335,0.18666666666666668,0.13333333333333333,3.8533333333333335,0.4666666666666667,0.41333333333333333
ADI-15665,0.10317460317460317,0.07142857142857142,-0.5587301587301586,6.106349206349206,0.1746031746031746,0.29365079365079366,0.4444444444444444,0.1111111111111111,0.11904761904761904,3.7142857142857144,0.31746031746031744,0.29365079365079366,0.09259259259259259,0.09259259259259259,-0.6249999999999993,6.026851851851852,0.18518518518518517,0.3148148148148148,0.4444444444444444,0.10185185185185185,0.06481481481481481,3.675925925925926,0.35185185185185186,0.28703703703703703,0.10810810810810811,0.06756756756756757,-0.7459459459459459,6.087837837837836,0.17567567567567569,0.33783783783783783,0.40540540540540543,0.13513513513513514,0.12162162162162163,3.8783783783783785,0.33783783783783783,0.3108108108108108
ADI-15565,0.07692307692307693,0.06837606837606838,-0.47948717948717934,5.947008547008545,0.1452991452991453,0.358974358974359,0.41025641025641024,0.1282051282051282,0.11965811965811966,3.752136752136752,0.3247863247863248,0.29914529914529914,0.06306306306306306,0.07207207207207207,-0.4027027027027026,5.927027027027027,0.13513513513513514,0.34234234234234234,0.4594594594594595,0.09009009009009009,0.07207207207207207,3.324324324324324,0.36936936936936937,0.3333333333333333,0.057971014492753624,0.08695652173913043,-0.673913043478261,5.742028985507245,0.14492753623188406,0.42028985507246375,0.34782608695652173,0.15942028985507245,0.13043478260869565,3.739130434782609,0.42028985507246375,0.36231884057971014
ADI-15571,0.09401709401709402,0.06837606837606838,-0.39230769230769214,6.051282051282048,0.1623931623931624,0.3076923076923077,0.452991452991453,0.1282051282051282,0.09401709401709402,3.769230769230769,0.29914529914529914,0.28205128205128205,0.07079646017699115,0.05309734513274336,-0.4584070796460171,6.011504424778759,0.12389380530973451,0.37168141592920356,0.4336283185840708,0.09734513274336283,0.07079646017699115,3.353982300884956,0.36283185840707965,0.35398230088495575,0.056338028169014086,0.056338028169014086,-0.4901408450704224,5.860563380281686,0.11267605633802817,0.4084507042253521,0.38028169014084506,0.16901408450704225,0.11267605633802817,3.8028169014084505,0.36619718309859156,0.3380281690140845
ADI-15569,0.08264462809917356,0.08264462809917356,-0.46694214876033024,5.990909090909088,0.1652892561983471,0.2892561983471074,0.4462809917355372,0.11570247933884298,0.12396694214876033,3.603305785123967,0.34710743801652894,0.30578512396694213,0.09009009009009009,0.08108108108108109,-0.6504504504504501,6.050450450450451,0.17117117117117117,0.3333333333333333,0.44144144144144143,0.0990990990990991,0.05405405405405406,3.6666666666666665,0.35135135135135137,0.2972972972972973,0.06944444444444445,0.05555555555555555,-0.5777777777777777,5.986111111111109,0.125,0.3472222222222222,0.4166666666666667,0.1527777777777778,0.1111111111111111,3.75,0.3611111111111111,0.3333333333333333
ADI-15573,0.1,0.058333333333333334,-0.6241666666666663,6.124999999999999,0.15833333333333333,0.36666666666666664,0.39166666666666666,0.1,0.10833333333333334,3.558333333333333,0.38333333333333336,0.36666666666666664,0.1111111111111111,0.08333333333333333,-0.6277777777777772,6.028703703703704,0.19444444444444445,0.3611111111111111,0.4166666666666667,0.08333333333333333,0.06481481481481481,3.5277777777777777,0.35185185185185186,0.3425925925925926,0.14492753623188406,0.057971014492753624,-0.8492753623188408,6.133333333333332,0.2028985507246377,0.4492753623188406,0.3333333333333333,0.10144927536231885,0.08695652173913043,3.5652173913043477,0.4057971014492754,0.43478260869565216
ADI-18959,0.11016949152542373,0.11864406779661017,-0.5211864406779659,5.950847457627117,0.2288135593220339,0.288135593220339,0.4576271186440678,0.0847457627118644,0.09322033898305085,3.6440677966101696,0.3305084745762712,0.2796610169491525,0.09345794392523364,0.056074766355140186,-0.635514018691588,6.110280373831777,0.14953271028037382,0.3644859813084112,0.411214953271028,0.11214953271028037,0.07476635514018691,3.682242990654206,0.37383177570093457,0.3644859813084112,0.09230769230769231,0.09230769230769231,-0.5799999999999998,5.906153846153843,0.18461538461538463,0.36923076923076925,0.4307692307692308,0.1076923076923077,0.07692307692307693,3.7384615384615385,0.36923076923076925,0.3384615384615385
ADI-18880,0.09090909090909091,0.06611570247933884,-0.47355371900826426,6.066115702479336,0.15702479338842976,0.2975206611570248,0.45454545454545453,0.11570247933884298,0.12396694214876033,3.6198347107438016,0.3140495867768595,0.2975206611570248,0.11607142857142858,0.08928571428571429,-0.8080357142857136,6.09107142857143,0.20535714285714285,0.35714285714285715,0.39285714285714285,0.08928571428571429,0.07142857142857142,3.7767857142857144,0.36607142857142855,0.33035714285714285,0.0958904109589041,0.0684931506849315,-0.7054794520547946,5.998630136986299,0.1643835616438356,0.3698630136986301,0.3972602739726027,0.136986301369863,0.1232876712328767,3.863013698630137,0.3424657534246575,0.3287671232876712
ADI-18883,0.08196721311475409,0.06557377049180328,-0.41229508196721304,6.068852459016393,0.14754098360655737,0.319672131147541,0.4672131147540984,0.08196721311475409,0.09016393442622951,3.4672131147540983,0.3360655737704918,0.30327868852459017,0.07476635514018691,0.06542056074766354,-0.5112149532710273,6.009345794392523,0.14018691588785046,0.37383177570093457,0.42990654205607476,0.11214953271028037,0.06542056074766354,3.616822429906542,0.37383177570093457,0.34579439252336447,0.057971014492753624,0.043478260869565216,-0.38840579710144946,6.014492753623185,0.10144927536231885,0.37681159420289856,0.463768115942029,0.10144927536231885,0.057971014492753624,3.4057971014492754,0.36231884057971014,0.3333333333333333
ADI-18900,0.08196721311475409,0.11475409836065574,-0.5532786885245901,5.903278688524588,0.19672131147540983,0.28688524590163933,0.4426229508196721,0.11475409836065574,0.09836065573770492,3.7049180327868854,0.36065573770491804,0.26229508196721313,0.08490566037735849,0.05660377358490566,-0.5235849056603771,6.022641509433965,0.14150943396226415,0.3867924528301887,0.3867924528301887,0.12264150943396226,0.10377358490566038,3.7264150943396226,0.39622641509433965,0.39622641509433965,0.058823529411764705,0.10294117647058823,-0.6323529411764706,5.7794117647058805,0.16176470588235295,0.36764705882352944,0.35294117647058826,0.17647058823529413,0.1323529411764706,3.9411764705882355,0.47058823529411764,0.38235294117647056
ADI-18889,0.0873015873015873,0.047619047619047616,-0.5126984126984128,6.068253968253966,0.1349206349206349,0.38095238095238093,0.3968253968253968,0.11904761904761904,0.1111111111111111,3.7301587301587302,0.3253968253968254,0.31746031746031744,0.07476635514018691,0.06542056074766354,-0.4635514018691583,5.984112149532711,0.14018691588785046,0.3644859813084112,0.42990654205607476,0.102803738317757,0.07476635514018691,3.5233644859813085,0.37383177570093457,0.35514018691588783,0.0684931506849315,0.0547945205479452,-0.6643835616438355,5.934246575342463,0.1232876712328767,0.410958904109589,0.3835616438356164,0.1232876712328767,0.1095890410958904,3.6027397260273974,0.3698630136986301,0.3424657534246575
ADI-18904,0.09090909090909091,0.08264462809917356,-0.4685950413223139,6.0247933884297495,0.17355371900826447,0.2809917355371901,0.45454545454545453,0.11570247933884298,0.12396694214876033,3.6198347107438016,0.3305785123966942,0.2975206611570248,0.11607142857142858,0.08928571428571429,-0.8187499999999993,6.088392857142859,0.20535714285714285,0.35714285714285715,0.39285714285714285,0.08928571428571429,0.08035714285714286,3.7857142857142856,0.36607142857142855,0.33035714285714285,0.0958904109589041,0.0684931506849315,-0.7054794520547946,5.998630136986299,0.1643835616438356,0.3698630136986301,0.3972602739726027,0.136986301369863,0.1232876712328767,3.863013698630137,0.3424657534246575,0.3287671232876712
ADI-18920,0.1111111111111111,0.1349206349206349,-0.6873015873015871,5.931746031746031,0.24603174603174602,0.2698412698412698,0.42857142857142855,0.09523809523809523,0.09523809523809523,3.7936507936507935,0.3333333333333333,0.24603174603174602,0.06363636363636363,0.05454545454545454,-0.24272727272727296,5.999090909090907,0.11818181818181818,0.32727272727272727,0.4909090909090909,0.10909090909090909,0.06363636363636363,3.4,0.32727272727272727,0.3090909090909091,0.09090909090909091,0.14285714285714285,-0.7233766233766235,5.7935064935064915,0.23376623376623376,0.2857142857142857,0.4025974025974026,0.12987012987012986,0.1038961038961039,3.7532467532467533,0.38961038961038963,0.2857142857142857
ADI-18939,0.07142857142857142,0.05555555555555555,-0.41190476190476183,5.966666666666666,0.12698412698412698,0.38095238095238093,0.40476190476190477,0.12698412698412698,0.10317460317460317,3.6746031746031744,0.3492063492063492,0.3412698412698413,0.07476635514018691,0.06542056074766354,-0.47289719626168164,5.984112149532711,0.14018691588785046,0.3644859813084112,0.42990654205607476,0.11214953271028037,0.06542056074766354,3.542056074766355,0.38317757009345793,0.3644859813084112,0.0547945205479452,0.0547945205479452,-0.6534246575342464,5.861643835616435,0.1095890410958904,0.4520547945205479,0.3561643835616438,0.136986301369863,0.1095890410958904,3.643835616438356,0.410958904109589,0.3835616438356164
ADI-18948,0.09836065573770492,0.09016393442622951,-0.5204918032786884,6.005737704918033,0.1885245901639344,0.28688524590163933,0.4344262295081967,0.13114754098360656,0.11475409836065574,3.7459016393442623,0.3360655737704918,0.28688524590163933,0.08411214953271028,0.06542056074766354,-0.6186915887850459,6.05140186915888,0.14953271028037382,0.3644859813084112,0.42990654205607476,0.102803738317757,0.07476635514018691,3.7570093457943927,0.32710280373831774,0.2897196261682243,0.08695652173913043,0.07246376811594203,-0.688405797101449,5.955072463768112,0.15942028985507245,0.34782608695652173,0.391304347826087,0.15942028985507245,0.13043478260869565,3.7971014492753623,0.34782608695652173,0.3188405797101449
ADI-15736,0.09448818897637795,0.07874015748031496,-0.34881889763779517,6.0425196850393705,0.1732283464566929,0.25984251968503935,0.49606299212598426,0.11023622047244094,0.11023622047244094,3.622047244094488,0.2992125984251969,0.25984251968503935,0.09345794392523364,0.056074766355140186,-0.5242990654205605,6.075700934579441,0.14953271028037382,0.3644859813084112,0.42990654205607476,0.11214953271028037,0.08411214953271028,3.6448598130841123,0.35514018691588783,0.35514018691588783,0.08108108108108109,0.05405405405405406,-0.22702702702702698,5.9756756756756735,0.13513513513513514,0.2972972972972973,0.4864864864864865,0.13513513513513514,0.14864864864864866,3.5945945945945947,0.35135135135135137,0.35135135135135137
ADI-15753,0.07258064516129033,0.08064516129032258,-0.3701612903225803,5.963709677419355,0.1532258064516129,0.2903225806451613,0.45161290322580644,0.12903225806451613,0.12903225806451613,3.7016129032258065,0.3387096774193548,0.29838709677419356,0.07964601769911504,0.07079646017699115,-0.610619469026548,5.988495575221242,0.1504424778761062,0.35398230088495575,0.40707964601769914,0.11504424778761062,0.09734513274336283,3.725663716814159,0.35398230088495575,0.336283185840708,0.06493506493506493,0.06493506493506493,-0.6545454545454545,5.962337662337658,0.12987012987012986,0.35064935064935066,0.37662337662337664,0.18181818181818182,0.15584415584415584,3.987012987012987,0.4025974025974026,0.36363636363636365
ADI-15735,0.11627906976744186,0.10852713178294573,-0.4806201550387597,6.020930232558142,0.2248062015503876,0.24031007751937986,0.4573643410852713,0.12403100775193798,0.10852713178294573,3.75968992248062,0.32558139534883723,0.29457364341085274,0.09345794392523364,0.056074766355140186,-0.6364485981308403,6.110280373831777,0.14953271028037382,0.38317757009345793,0.4205607476635514,0.08411214953271028,0.056074766355140186,3.5514018691588785,0.3644859813084112,0.35514018691588783,0.10526315789473684,0.07894736842105263,-0.676315789473684,6.057894736842102,0.18421052631578946,0.3157894736842105,0.42105263157894735,0.13157894736842105,0.10526315789473684,3.736842105263158,0.3684210526315789,0.35526315789473684
ADI-15759,0.0975609756097561,0.06504065040650407,-0.5260162601626016,6.050406504065039,0.16260162601626016,0.34146341463414637,0.42276422764227645,0.11382113821138211,0.13008130081300814,3.6910569105691056,0.3333333333333333,0.3252032520325203,0.08653846153846154,0.0673076923076923,-0.5711538461538458,6.029807692307694,0.15384615384615385,0.375,0.40384615384615385,0.10576923076923077,0.0673076923076923,3.576923076923077,0.38461538461538464,0.375,0.08955223880597014,0.04477611940298507,-0.591044776119403,5.9985074626865655,0.13432835820895522,0.40298507462686567,0.3880597014925373,0.14925373134328357,0.13432835820895522,3.746268656716418,0.3582089552238806,0.373134328358209
ADI-15760,0.0967741935483871,0.07258064516129033,-0.5927419354838704,6.081451612903224,0.1693548387096774,0.31451612903225806,0.4435483870967742,0.08870967741935484,0.10483870967741936,3.6451612903225805,0.31451612903225806,0.2903225806451613,0.09259259259259259,0.07407407407407407,-0.5037037037037032,6.025,0.16666666666666666,0.32407407407407407,0.4537037037037037,0.1111111111111111,0.06481481481481481,3.5925925925925926,0.3425925925925926,0.32407407407407407,0.08333333333333333,0.06944444444444445,-0.5930555555555554,5.983333333333332,0.1527777777777778,0.3194444444444444,0.4861111111111111,0.09722222222222222,0.06944444444444445,3.6527777777777777,0.2638888888888889,0.2361111111111111
